BiGG,BiGG_target
M_pi_c,M_acg5p_c
M_pi_c,M_h_c
M_pi_c,M_nadph_c
M_ametam_c,M_5mta_c
M_ametam_c,M_h_c
M_ametam_c,M_spmd_c
M_ptrc_c,M_5mta_c
M_ptrc_c,M_h_c
M_ptrc_c,M_spmd_c
M_glu1sa_c,M_5aop_c
M_ctp_c,M_ckdo_c
M_ctp_c,M_ppi_c
M_kdo_c,M_ckdo_c
M_kdo_c,M_ppi_c
M_3hocoa_c,M_h2o_c
M_3hocoa_c,M_oc2coa_c
M_gal1p_c,M_g1p_c
M_gal1p_c,M_udpgal_c
M_udpg_c,M_g1p_c
M_udpg_c,M_udpgal_c
M_ddcaACP_c,M_ACP_c
M_ddcaACP_c,M_kdo2lipid4L_c
M_kdo2lipid4_c,M_ACP_c
M_kdo2lipid4_c,M_kdo2lipid4L_c
M_g3p_c,M_co2_c
M_g3p_c,M_dxyl5p_c
M_h_c,M_co2_c
M_h_c,M_dxyl5p_c
M_pyr_c,M_co2_c
M_pyr_c,M_dxyl5p_c
M_h_c,M_co2_c
M_h_c,M_pyr_c
M_oaa_c,M_co2_c
M_oaa_c,M_pyr_c
M_mana_c,M_2ddglcn_c
M_mana_c,M_h2o_c
M_4c2me_c,M_2p4c2me_c
M_4c2me_c,M_adp_c
M_4c2me_c,M_h_c
M_atp_c,M_2p4c2me_c
M_atp_c,M_adp_c
M_atp_c,M_h_c
M_kdo2lipid4L_c,M_ACP_c
M_kdo2lipid4L_c,M_lipa_c
M_myrsACP_c,M_ACP_c
M_myrsACP_c,M_lipa_c
M_altrn_c,M_2ddglcn_c
M_altrn_c,M_h2o_c
M_2p4c2me_c,M_2mecdp_c
M_2p4c2me_c,M_cmp_c
M_glcur_c,M_fruur_c
M_hdeACP_c,M_ACP_c
M_hdeACP_c,M_kdo2lipid4p_c
M_kdo2lipid4_c,M_ACP_c
M_kdo2lipid4_c,M_kdo2lipid4p_c
M_gam1p_c,M_gam6p_c
M_2ddglcn_c,M_2ddg6p_c
M_2ddglcn_c,M_adp_c
M_2ddglcn_c,M_h_c
M_atp_c,M_2ddg6p_c
M_atp_c,M_adp_c
M_atp_c,M_h_c
M_kdo2lipid4p_c,M_ACP_c
M_kdo2lipid4p_c,M_lipa_cold_c
M_myrsACP_c,M_ACP_c
M_myrsACP_c,M_lipa_cold_c
M_glc__D_c,M_fru_c
M_man1p_c,M_man6p_c
M_icit_c,M_glx_c
M_icit_c,M_succ_c
M_acgam1p_c,M_ppi_c
M_acgam1p_c,M_uacgam_c
M_h_c,M_ppi_c
M_h_c,M_uacgam_c
M_utp_c,M_ppi_c
M_utp_c,M_uacgam_c
M_pep_c,M_pi_c
M_pep_c,M_uaccg_c
M_uacgam_c,M_pi_c
M_uacgam_c,M_uaccg_c
M_glu__D_c,M_glu__L_c
M_uacgam_c,M_uacmam_c
M_gly_c,M_co2_c
M_gly_c,M_mlthf_c
M_gly_c,M_nadh_c
M_gly_c,M_nh4_c
M_nad_c,M_co2_c
M_nad_c,M_mlthf_c
M_nad_c,M_nadh_c
M_nad_c,M_nh4_c
M_thf_c,M_co2_c
M_thf_c,M_mlthf_c
M_thf_c,M_nadh_c
M_thf_c,M_nh4_c
M_cmp_c,M_csn_c
M_cmp_c,M_r5p_c
M_h2o_c,M_csn_c
M_h2o_c,M_r5p_c
M_h_c,M_co2_c
M_h_c,M_nicrnt_c
M_h_c,M_ppi_c
M_prpp_c,M_co2_c
M_prpp_c,M_nicrnt_c
M_prpp_c,M_ppi_c
M_quln_c,M_co2_c
M_quln_c,M_nicrnt_c
M_quln_c,M_ppi_c
M_amet_c,M_ahcys_c
M_amet_c,M_h_c
M_amet_c,M_met__L_c
M_hcys__L_c,M_ahcys_c
M_hcys__L_c,M_h_c
M_hcys__L_c,M_met__L_c
M_h_c,M_acACP_c
M_h_c,M_co2_c
M_malACP_c,M_acACP_c
M_malACP_c,M_co2_c
M_2omhmbl_c,M_ahcys_c
M_2omhmbl_c,M_h_c
M_2omhmbl_c,M_q8h2_c
M_amet_c,M_ahcys_c
M_amet_c,M_h_c
M_amet_c,M_q8h2_c
M_udpg_c,M_udpgal_c
M_h2o_c,M_gal_c
M_h2o_c,M_glc__D_c
M_lcts_c,M_gal_c
M_lcts_c,M_glc__D_c
M_h2o_c,M_g6p_c
M_h2o_c,M_glc__D_c
M_tre6p_c,M_g6p_c
M_tre6p_c,M_glc__D_c
M_xyl__D_c,M_xylu__D_c
M_co2_c,M_h_c
M_co2_c,M_oaa_c
M_co2_c,M_pi_c
M_h2o_c,M_h_c
M_h2o_c,M_oaa_c
M_h2o_c,M_pi_c
M_pep_c,M_h_c
M_pep_c,M_oaa_c
M_pep_c,M_pi_c
M_chor_c,M_ichor_c
M_btal_c,M_but_c
M_btal_c,M_h_c
M_btal_c,M_nadh_c
M_h2o_c,M_but_c
M_h2o_c,M_h_c
M_h2o_c,M_nadh_c
M_nad_c,M_but_c
M_nad_c,M_h_c
M_nad_c,M_nadh_c
M_3odcoa_c,M_3hdcoa_c
M_3odcoa_c,M_nad_c
M_h_c,M_3hdcoa_c
M_h_c,M_nad_c
M_nadh_c,M_3hdcoa_c
M_nadh_c,M_nad_c
M_glyc3p_c,M_glyc_c
M_glyc3p_c,M_pi_c
M_h2o_c,M_glyc_c
M_h2o_c,M_pi_c
M_cinnm_c,M_cenchddd_c
M_cinnm_c,M_nad_c
M_h_c,M_cenchddd_c
M_h_c,M_nad_c
M_nadh_c,M_cenchddd_c
M_nadh_c,M_nad_c
M_o2_c,M_cenchddd_c
M_o2_c,M_nad_c
M_cechddd_c,M_dhpppn_c
M_cechddd_c,M_h_c
M_cechddd_c,M_nadh_c
M_nad_c,M_dhpppn_c
M_nad_c,M_h_c
M_nad_c,M_nadh_c
M_3oddcoa_c,M_3hddcoa_c
M_3oddcoa_c,M_nad_c
M_h_c,M_3hddcoa_c
M_h_c,M_nad_c
M_nadh_c,M_3hddcoa_c
M_nadh_c,M_nad_c
M_cenchddd_c,M_dhcinnm_c
M_cenchddd_c,M_h_c
M_cenchddd_c,M_nadh_c
M_nad_c,M_dhcinnm_c
M_nad_c,M_h_c
M_nad_c,M_nadh_c
M_3ohdcoa_c,M_3hhdcoa_c
M_3ohdcoa_c,M_nad_c
M_h_c,M_3hhdcoa_c
M_h_c,M_nad_c
M_nadh_c,M_3hhdcoa_c
M_nadh_c,M_nad_c
M_cit_c,M_ac_c
M_cit_c,M_oaa_c
M_gdpofuc_c,M_gdpfuc_c
M_gdpofuc_c,M_nadp_c
M_h_c,M_gdpfuc_c
M_h_c,M_nadp_c
M_nadph_c,M_gdpfuc_c
M_nadph_c,M_nadp_c
M_atp_c,M_adp_c
M_atp_c,M_h_c
M_atp_c,M_pydx5p_c
M_pydx_c,M_adp_c
M_pydx_c,M_h_c
M_pydx_c,M_pydx5p_c
M_dhpmp_c,M_dhnpt_c
M_dhpmp_c,M_pi_c
M_h2o_c,M_dhnpt_c
M_h2o_c,M_pi_c
M_6hmhpt_c,M_6hmhptpp_c
M_6hmhpt_c,M_amp_c
M_6hmhpt_c,M_h_c
M_atp_c,M_6hmhptpp_c
M_atp_c,M_amp_c
M_atp_c,M_h_c
M_atp_c,M_dpcoa_c
M_atp_c,M_ppi_c
M_h_c,M_dpcoa_c
M_h_c,M_ppi_c
M_pan4p_c,M_dpcoa_c
M_pan4p_c,M_ppi_c
M_atp_c,M_adp_c
M_atp_c,M_f6p_c
M_atp_c,M_h_c
M_fru_c,M_adp_c
M_fru_c,M_f6p_c
M_fru_c,M_h_c
M_dxyl5p_c,M_2me4p_c
M_dxyl5p_c,M_nadp_c
M_h_c,M_2me4p_c
M_h_c,M_nadp_c
M_nadph_c,M_2me4p_c
M_nadph_c,M_nadp_c
M_gtp_c,M_25drapp_c
M_gtp_c,M_for_c
M_gtp_c,M_h_c
M_gtp_c,M_ppi_c
M_h2o_c,M_25drapp_c
M_h2o_c,M_for_c
M_h2o_c,M_h_c
M_h2o_c,M_ppi_c
M_h2o_c,M_alltn_c
M_h2o_c,M_co2_c
M_h2o_c,M_h2o2_c
M_o2_c,M_alltn_c
M_o2_c,M_co2_c
M_o2_c,M_h2o2_c
M_urate_c,M_alltn_c
M_urate_c,M_co2_c
M_urate_c,M_h2o2_c
M_atp_c,M_aps_c
M_atp_c,M_gdp_c
M_atp_c,M_pi_c
M_atp_c,M_ppi_c
M_gtp_c,M_aps_c
M_gtp_c,M_gdp_c
M_gtp_c,M_pi_c
M_gtp_c,M_ppi_c
M_h2o_c,M_aps_c
M_h2o_c,M_gdp_c
M_h2o_c,M_pi_c
M_h2o_c,M_ppi_c
M_so4_c,M_aps_c
M_so4_c,M_gdp_c
M_so4_c,M_pi_c
M_so4_c,M_ppi_c
M_3ophb_c,M_2oph_c
M_3ophb_c,M_co2_c
M_h_c,M_2oph_c
M_h_c,M_co2_c
M_ACP_c,M_amp_c
M_ACP_c,M_myrsACP_c
M_ACP_c,M_ppi_c
M_atp_c,M_amp_c
M_atp_c,M_myrsACP_c
M_atp_c,M_ppi_c
M_ttdca_c,M_amp_c
M_ttdca_c,M_myrsACP_c
M_ttdca_c,M_ppi_c
M_2ohph_c,M_2omph_c
M_2ohph_c,M_ahcys_c
M_2ohph_c,M_h_c
M_amet_c,M_2omph_c
M_amet_c,M_ahcys_c
M_amet_c,M_h_c
M_ser__L_c,M_gly_c
M_ser__L_c,M_h2o_c
M_ser__L_c,M_mlthf_c
M_thf_c,M_gly_c
M_thf_c,M_h2o_c
M_thf_c,M_mlthf_c
M_dhor__S_c,M_orot_c
M_dhor__S_c,M_q8h2_c
M_q8_c,M_orot_c
M_q8_c,M_q8h2_c
M_h_c,M_12ppd__S_c
M_h_c,M_nad_c
M_lald__L_c,M_12ppd__S_c
M_lald__L_c,M_nad_c
M_nadh_c,M_12ppd__S_c
M_nadh_c,M_nad_c
M_glyald_c,M_glyc_c
M_glyald_c,M_nad_c
M_h_c,M_glyc_c
M_h_c,M_nad_c
M_nadh_c,M_glyc_c
M_nadh_c,M_nad_c
M_rml1p_c,M_dhap_c
M_rml1p_c,M_lald__L_c
M_nad_c,M_f6p_c
M_nad_c,M_h_c
M_nad_c,M_nadh_c
M_sbt6p_c,M_f6p_c
M_sbt6p_c,M_h_c
M_sbt6p_c,M_nadh_c
M_atp_c,M_adp_c
M_atp_c,M_h_c
M_atp_c,M_tagdp__D_c
M_tag6p__D_c,M_adp_c
M_tag6p__D_c,M_h_c
M_tag6p__D_c,M_tagdp__D_c
M_galt1p_c,M_h_c
M_galt1p_c,M_nadh_c
M_galt1p_c,M_tag6p__D_c
M_nad_c,M_h_c
M_nad_c,M_nadh_c
M_nad_c,M_tag6p__D_c
M_acac_c,M_aacoa_c
M_acac_c,M_ac_c
M_accoa_c,M_aacoa_c
M_accoa_c,M_ac_c
M_h2o_c,M_26dap_LL_c
M_h2o_c,M_succ_c
M_sl26da_c,M_26dap_LL_c
M_sl26da_c,M_succ_c
M_accoa_c,M_ac_c
M_accoa_c,M_btcoa_c
M_but_c,M_ac_c
M_but_c,M_btcoa_c
M_tagdp__D_c,M_dhap_c
M_tagdp__D_c,M_g3p_c
M_mana_c,M_fruur_c
M_mana_c,M_h_c
M_mana_c,M_nadh_c
M_nad_c,M_fruur_c
M_nad_c,M_h_c
M_nad_c,M_nadh_c
M_altrn_c,M_h_c
M_altrn_c,M_nadh_c
M_altrn_c,M_tagur_c
M_nad_c,M_h_c
M_nad_c,M_nadh_c
M_nad_c,M_tagur_c
M_dmso_c,M_dms_c
M_dmso_c,M_h2o_c
M_dmso_c,M_mqn8_c
M_mql8_c,M_dms_c
M_mql8_c,M_h2o_c
M_mql8_c,M_mqn8_c
M_2pglyc_c,M_glyclt_c
M_2pglyc_c,M_pi_c
M_h2o_c,M_glyclt_c
M_h2o_c,M_pi_c
M_2dhguln_c,M_idon__L_c
M_2dhguln_c,M_nad_c
M_h_c,M_idon__L_c
M_h_c,M_nad_c
M_nadh_c,M_idon__L_c
M_nadh_c,M_nad_c
M_25dkglcn_c,M_5dglcn_c
M_25dkglcn_c,M_nadp_c
M_h_c,M_5dglcn_c
M_h_c,M_nadp_c
M_nadph_c,M_5dglcn_c
M_nadph_c,M_nadp_c
M_dttp_c,M_dtdpglu_c
M_dttp_c,M_ppi_c
M_g1p_c,M_dtdpglu_c
M_g1p_c,M_ppi_c
M_h_c,M_dtdpglu_c
M_h_c,M_ppi_c
M_dtdpglu_c,M_dtdp4d6dg_c
M_dtdpglu_c,M_h2o_c
M_chor_c,M_4adcho_c
M_chor_c,M_glu__L_c
M_gln__L_c,M_4adcho_c
M_gln__L_c,M_glu__L_c
M_4adcho_c,M_4abz_c
M_4adcho_c,M_h_c
M_4adcho_c,M_pyr_c
M_2dhguln_c,M_idon__L_c
M_2dhguln_c,M_nadp_c
M_h_c,M_idon__L_c
M_h_c,M_nadp_c
M_nadph_c,M_idon__L_c
M_nadph_c,M_nadp_c
M_dha_c,M_dhap_c
M_dha_c,M_pyr_c
M_pep_c,M_dhap_c
M_pep_c,M_pyr_c
M_udpgal_c,M_udpgalfur_c
M_dtdp4d6dg_c,M_dtdp4d6dm_c
M_dtdp4d6dm_c,M_dtdprmn_c
M_dtdp4d6dm_c,M_nadp_c
M_h_c,M_dtdprmn_c
M_h_c,M_nadp_c
M_nadph_c,M_dtdprmn_c
M_nadph_c,M_nadp_c
M_atp_c,M_adp_c
M_atp_c,M_udp_c
M_ump_c,M_adp_c
M_ump_c,M_udp_c
M_5prdmbz_c,M_pi_c
M_5prdmbz_c,M_rdmbzi_c
M_h2o_c,M_pi_c
M_h2o_c,M_rdmbzi_c
M_2dh3dgal6p_c,M_g3p_c
M_2dh3dgal6p_c,M_pyr_c
M_atp_c,M_adp_c
M_atp_c,M_dump_c
M_atp_c,M_h_c
M_duri_c,M_adp_c
M_duri_c,M_dump_c
M_duri_c,M_h_c
M_glyc3p_c,M_dhap_c
M_glyc3p_c,M_mql8_c
M_mqn8_c,M_dhap_c
M_mqn8_c,M_mql8_c
M_alltn_c,M_alltt_c
M_alltn_c,M_h_c
M_h2o_c,M_alltt_c
M_h2o_c,M_h_c
M_h_c,M_nadp_c
M_h_c,M_uamr_c
M_nadph_c,M_nadp_c
M_nadph_c,M_uamr_c
M_uaccg_c,M_nadp_c
M_uaccg_c,M_uamr_c
M_prpp_c,M_ppi_c
M_prpp_c,M_ump_c
M_ura_c,M_ppi_c
M_ura_c,M_ump_c
M_gmp_c,M_gsn_c
M_gmp_c,M_pi_c
M_h2o_c,M_gsn_c
M_h2o_c,M_pi_c
M_atp_c,M_adp_c
M_atp_c,M_ctp_c
M_atp_c,M_glu__L_c
M_atp_c,M_h_c
M_atp_c,M_pi_c
M_gln__L_c,M_adp_c
M_gln__L_c,M_ctp_c
M_gln__L_c,M_glu__L_c
M_gln__L_c,M_h_c
M_gln__L_c,M_pi_c
M_h2o_c,M_adp_c
M_h2o_c,M_ctp_c
M_h2o_c,M_glu__L_c
M_h2o_c,M_h_c
M_h2o_c,M_pi_c
M_utp_c,M_adp_c
M_utp_c,M_ctp_c
M_utp_c,M_glu__L_c
M_utp_c,M_h_c
M_utp_c,M_pi_c
M_dump_c,M_duri_c
M_dump_c,M_pi_c
M_h2o_c,M_duri_c
M_h2o_c,M_pi_c
M_amp_c,M_adn_c
M_amp_c,M_pi_c
M_h2o_c,M_adn_c
M_h2o_c,M_pi_c
M_udcpp_c,M_uagmda_c
M_udcpp_c,M_ump_c
M_ugmda_c,M_uagmda_c
M_ugmda_c,M_ump_c
M_uacgam_c,M_h_c
M_uacgam_c,M_uaagmda_c
M_uacgam_c,M_udp_c
M_uagmda_c,M_h_c
M_uagmda_c,M_uaagmda_c
M_uagmda_c,M_udp_c
M_atp_c,M_adp_c
M_atp_c,M_dctp_c
M_dcdp_c,M_adp_c
M_dcdp_c,M_dctp_c
M_2aobut_c,M_aact_c
M_2aobut_c,M_co2_c
M_h_c,M_aact_c
M_h_c,M_co2_c
M_accoa_c,M_2aobut_c
M_accoa_c,M_coa_c
M_gly_c,M_2aobut_c
M_gly_c,M_coa_c
M_adn_c,M_ade_c
M_adn_c,M_rib__D_c
M_h2o_c,M_ade_c
M_h2o_c,M_rib__D_c
M_gmhep17bp_c,M_gmhep1p_c
M_gmhep17bp_c,M_pi_c
M_h2o_c,M_gmhep1p_c
M_h2o_c,M_pi_c
M_s7p_c,M_gmhep7p_c
M_3ig3p_c,M_g3p_c
M_3ig3p_c,M_indole_c
M_f6p_c,M_dha_c
M_f6p_c,M_g3p_c
M_adphep_DD_c,M_adphep_LD_c
M_bbtcoa_c,M_crncoa_c
M_bbtcoa_c,M_gbbtn_c
M_crn_c,M_crncoa_c
M_crn_c,M_gbbtn_c
M_crn_c,M_crncoa_c
M_crn_c,M_ctbt_c
M_ctbtcoa_c,M_crncoa_c
M_ctbtcoa_c,M_ctbt_c
M_h2o_c,M_pi_c
M_h2o_c,M_xtsn_c
M_xmp_c,M_pi_c
M_xmp_c,M_xtsn_c
M_crncoa_c,M_ctbtcoa_c
M_crncoa_c,M_h2o_c
M_atp_c,M_adphep_DD_c
M_atp_c,M_ppi_c
M_gmhep1p_c,M_adphep_DD_c
M_gmhep1p_c,M_ppi_c
M_h_c,M_adphep_DD_c
M_h_c,M_ppi_c
M_ade_c,M_amp_c
M_ade_c,M_ppi_c
M_prpp_c,M_amp_c
M_prpp_c,M_ppi_c
M_5dglcn_c,M_idon__L_c
M_5dglcn_c,M_nad_c
M_h_c,M_idon__L_c
M_h_c,M_nad_c
M_nadh_c,M_idon__L_c
M_nadh_c,M_nad_c
M_5dglcn_c,M_idon__L_c
M_5dglcn_c,M_nadp_c
M_h_c,M_idon__L_c
M_h_c,M_nadp_c
M_nadph_c,M_idon__L_c
M_nadph_c,M_nadp_c
M_fad_c,M_fadh2_c
M_fad_c,M_nad_c
M_h_c,M_fadh2_c
M_h_c,M_nad_c
M_nadh_c,M_fadh2_c
M_nadh_c,M_nad_c
M_atp_c,M_amp_c
M_atp_c,M_gdptp_c
M_atp_c,M_h_c
M_gtp_c,M_amp_c
M_gtp_c,M_gdptp_c
M_gtp_c,M_h_c
M_h2o_c,M_adprib_c
M_h2o_c,M_h_c
M_h2o_c,M_ncam_c
M_nad_c,M_adprib_c
M_nad_c,M_h_c
M_nad_c,M_ncam_c
M_glx_c,M_glyclt_c
M_glx_c,M_nad_c
M_h_c,M_glyclt_c
M_h_c,M_nad_c
M_nadh_c,M_glyclt_c
M_nadh_c,M_nad_c
M_amp_c,M_adp_c
M_atp_c,M_adp_c
M_atp_c,M_adp_c
M_atp_c,M_utp_c
M_udp_c,M_adp_c
M_udp_c,M_utp_c
M_atp_c,M_adp_c
M_atp_c,M_ctp_c
M_cdp_c,M_adp_c
M_cdp_c,M_ctp_c
M_h_c,M_glyc__R_c
M_h_c,M_nadp_c
M_hpyr_c,M_glyc__R_c
M_hpyr_c,M_nadp_c
M_nadph_c,M_glyc__R_c
M_nadph_c,M_nadp_c
M_atp_c,M_adp_c
M_atp_c,M_dttp_c
M_dtdp_c,M_adp_c
M_dtdp_c,M_dttp_c
M_acorn_c,M_ac_c
M_acorn_c,M_orn_c
M_h2o_c,M_ac_c
M_h2o_c,M_orn_c
M_adn_c,M_ins_c
M_adn_c,M_nh4_c
M_h2o_c,M_ins_c
M_h2o_c,M_nh4_c
M_h_c,M_ins_c
M_h_c,M_nh4_c
M_dad_2_c,M_din_c
M_dad_2_c,M_nh4_c
M_h2o_c,M_din_c
M_h2o_c,M_nh4_c
M_h_c,M_din_c
M_h_c,M_nh4_c
M_ade_c,M_hxan_c
M_ade_c,M_nh4_c
M_h2o_c,M_hxan_c
M_h2o_c,M_nh4_c
M_h_c,M_hxan_c
M_h_c,M_nh4_c
M_fe2_c,M_h_c
M_fe2_c,M_pheme_c
M_ppp9_c,M_h_c
M_ppp9_c,M_pheme_c
M_4hbz_c,M_3ophb_c
M_4hbz_c,M_ppi_c
M_octdp_c,M_3ophb_c
M_octdp_c,M_ppi_c
M_atp_c,M_4ppan_c
M_atp_c,M_adp_c
M_atp_c,M_h_c
M_pnto__R_c,M_4ppan_c
M_pnto__R_c,M_adp_c
M_pnto__R_c,M_h_c
M_asp__L_c,M_dcamp_c
M_asp__L_c,M_gdp_c
M_asp__L_c,M_h_c
M_asp__L_c,M_pi_c
M_gtp_c,M_dcamp_c
M_gtp_c,M_gdp_c
M_gtp_c,M_h_c
M_gtp_c,M_pi_c
M_imp_c,M_dcamp_c
M_imp_c,M_gdp_c
M_imp_c,M_h_c
M_imp_c,M_pi_c
M_acgam6p_c,M_ac_c
M_acgam6p_c,M_gam6p_c
M_h2o_c,M_ac_c
M_h2o_c,M_gam6p_c
M_frdp_c,M_octdp_c
M_frdp_c,M_ppi_c
M_ipdp_c,M_octdp_c
M_ipdp_c,M_ppi_c
M_asn__L_c,M_asp__L_c
M_asn__L_c,M_nh4_c
M_h2o_c,M_asp__L_c
M_h2o_c,M_nh4_c
M_atp_c,M_adp_c
M_atp_c,M_coa_c
M_atp_c,M_h_c
M_dpcoa_c,M_adp_c
M_dpcoa_c,M_coa_c
M_dpcoa_c,M_h_c
M_4mhetz_c,M_4mpetz_c
M_4mhetz_c,M_adp_c
M_4mhetz_c,M_h_c
M_atp_c,M_4mpetz_c
M_atp_c,M_adp_c
M_atp_c,M_h_c
M_asp__L_c,M_amp_c
M_asp__L_c,M_asn__L_c
M_asp__L_c,M_h_c
M_asp__L_c,M_ppi_c
M_atp_c,M_amp_c
M_atp_c,M_asn__L_c
M_atp_c,M_h_c
M_atp_c,M_ppi_c
M_nh4_c,M_amp_c
M_nh4_c,M_asn__L_c
M_nh4_c,M_h_c
M_nh4_c,M_ppi_c
M_asp__L_c,M_cbasp_c
M_asp__L_c,M_h_c
M_asp__L_c,M_pi_c
M_cbp_c,M_cbasp_c
M_cbp_c,M_h_c
M_cbp_c,M_pi_c
M_ara5p_c,M_kdo8p_c
M_ara5p_c,M_pi_c
M_h2o_c,M_kdo8p_c
M_h2o_c,M_pi_c
M_pep_c,M_kdo8p_c
M_pep_c,M_pi_c
M_h2o_c,M_kdo_c
M_h2o_c,M_pi_c
M_kdo8p_c,M_kdo_c
M_kdo8p_c,M_pi_c
M_h2mb4p_c,M_dmpp_c
M_h2mb4p_c,M_h2o_c
M_h2mb4p_c,M_nad_c
M_h_c,M_dmpp_c
M_h_c,M_h2o_c
M_h_c,M_nad_c
M_nadh_c,M_dmpp_c
M_nadh_c,M_h2o_c
M_nadh_c,M_nad_c
M_ACP_c,M_coa_c
M_ACP_c,M_malACP_c
M_malcoa_c,M_coa_c
M_malcoa_c,M_malACP_c
M_h2mb4p_c,M_h2o_c
M_h2mb4p_c,M_ipdp_c
M_h2mb4p_c,M_nad_c
M_h_c,M_h2o_c
M_h_c,M_ipdp_c
M_h_c,M_nad_c
M_nadh_c,M_h2o_c
M_nadh_c,M_ipdp_c
M_nadh_c,M_nad_c
M_arg__L_c,M_coa_c
M_arg__L_c,M_h_c
M_arg__L_c,M_sucarg_c
M_succoa_c,M_coa_c
M_succoa_c,M_h_c
M_succoa_c,M_sucarg_c
M_h2o_c,M_glu__L_c
M_h2o_c,M_succ_c
M_sucglu_c,M_glu__L_c
M_sucglu_c,M_succ_c
M_cynt_c,M_co2_c
M_cynt_c,M_nh4_c
M_h_c,M_co2_c
M_h_c,M_nh4_c
M_hco3_c,M_co2_c
M_hco3_c,M_nh4_c
M_26dap_LL_c,M_26dap__M_c
M_23dhdp_c,M_nadp_c
M_23dhdp_c,M_thdp_c
M_h_c,M_nadp_c
M_h_c,M_thdp_c
M_nadph_c,M_nadp_c
M_nadph_c,M_thdp_c
M_atp_c,M_adp_c
M_atp_c,M_h_c
M_atp_c,M_phom_c
M_hom__L_c,M_adp_c
M_hom__L_c,M_h_c
M_hom__L_c,M_phom_c
M_akg_c,M_glu__L_c
M_akg_c,M_sl2a6o_c
M_sl26da_c,M_glu__L_c
M_sl26da_c,M_sl2a6o_c
M_gtspmd_c,M_gthrd_c
M_gtspmd_c,M_spmd_c
M_h2o_c,M_gthrd_c
M_h2o_c,M_spmd_c
M_atp_c,M_adp_c
M_atp_c,M_gtspmd_c
M_atp_c,M_h_c
M_atp_c,M_pi_c
M_gthrd_c,M_adp_c
M_gthrd_c,M_gtspmd_c
M_gthrd_c,M_h_c
M_gthrd_c,M_pi_c
M_spmd_c,M_adp_c
M_spmd_c,M_gtspmd_c
M_spmd_c,M_h_c
M_spmd_c,M_pi_c
M_gua_c,M_nh4_c
M_gua_c,M_xan_c
M_h2o_c,M_nh4_c
M_h2o_c,M_xan_c
M_h_c,M_nh4_c
M_h_c,M_xan_c
M_h2o_c,M_pi_c
M_h2o_c,M_thr__L_c
M_phom_c,M_pi_c
M_phom_c,M_thr__L_c
M_hom__L_c,M_coa_c
M_hom__L_c,M_suchms_c
M_succoa_c,M_coa_c
M_succoa_c,M_suchms_c
M_h_c,M_co2_c
M_h_c,M_h2o_c
M_h_c,M_phpyr_c
M_pphn_c,M_co2_c
M_pphn_c,M_h2o_c
M_pphn_c,M_phpyr_c
M_h_c,M_h2o_c
M_h_c,M_mqn8_c
M_h_c,M_tma_c
M_mql8_c,M_h2o_c
M_mql8_c,M_mqn8_c
M_mql8_c,M_tma_c
M_tmao_c,M_h2o_c
M_tmao_c,M_mqn8_c
M_tmao_c,M_tma_c
M_2dmmql8_c,M_2dmmq8_c
M_2dmmql8_c,M_h2o_c
M_2dmmql8_c,M_tma_c
M_h_c,M_2dmmq8_c
M_h_c,M_h2o_c
M_h_c,M_tma_c
M_tmao_c,M_2dmmq8_c
M_tmao_c,M_h2o_c
M_tmao_c,M_tma_c
M_atp_c,M_adp_c
M_atp_c,M_dgdp_c
M_dgmp_c,M_adp_c
M_dgmp_c,M_dgdp_c
M_atp_c,M_adp_c
M_atp_c,M_dtdp_c
M_dtmp_c,M_adp_c
M_dtmp_c,M_dtdp_c
M_atp_c,M_adp_c
M_atp_c,M_gtp_c
M_gdp_c,M_adp_c
M_gdp_c,M_gtp_c
M_h_c,M_nadp_c
M_h_c,M_trdrd_c
M_nadph_c,M_nadp_c
M_nadph_c,M_trdrd_c
M_trdox_c,M_nadp_c
M_trdox_c,M_trdrd_c
M_e4p_c,M_2dda7p_c
M_e4p_c,M_pi_c
M_h2o_c,M_2dda7p_c
M_h2o_c,M_pi_c
M_pep_c,M_2dda7p_c
M_pep_c,M_pi_c
M_h2o_c,M_nh4_c
M_h2o_c,M_nicrnt_c
M_nmn_c,M_nh4_c
M_nmn_c,M_nicrnt_c
M_h2o_c,M_nac_c
M_h2o_c,M_nh4_c
M_ncam_c,M_nac_c
M_ncam_c,M_nh4_c
M_1pyr5c_c,M_glu__L_c
M_1pyr5c_c,M_h_c
M_1pyr5c_c,M_nadh_c
M_h2o_c,M_glu__L_c
M_h2o_c,M_h_c
M_h2o_c,M_nadh_c
M_nad_c,M_glu__L_c
M_nad_c,M_h_c
M_nad_c,M_nadh_c
M_g1p_c,M_g6p_c
M_atp_c,M_adp_c
M_atp_c,M_fdp_c
M_atp_c,M_h_c
M_f1p_c,M_adp_c
M_f1p_c,M_fdp_c
M_f1p_c,M_h_c
M_accoa_c,M_N1aspmd_c
M_accoa_c,M_coa_c
M_accoa_c,M_h_c
M_spmd_c,M_N1aspmd_c
M_spmd_c,M_coa_c
M_spmd_c,M_h_c
M_rhcys_c,M_dhptd_c
M_rhcys_c,M_hcys__L_c
M_3dhgulnp_c,M_co2_c
M_3dhgulnp_c,M_xu5p__L_c
M_h_c,M_co2_c
M_h_c,M_xu5p__L_c
M_accoa_c,M_coa_c
M_accoa_c,M_h_c
M_accoa_c,M_n8aspmd_c
M_spmd_c,M_coa_c
M_spmd_c,M_h_c
M_spmd_c,M_n8aspmd_c
