(-1.3379999999999999,32)
(-2.7728599999999997,68)
(-1.3372999999999928,182)
(-1.8842999999999992,60)
(-5.952800000000016,716)
(-1.7692300000000003,50)
(-1.1122999999999998,24)
(-2.850899999999999,68)
(0.17659999999999987,54)
(-1.744699999999998,90)
(-2.6426999999999996,66)
(-2.405999999999997,68)
(-5.564199999999996,298)
(-2.857499999999998,78)
(-0.9507999999999996,96)
(-1.3349999999999858,334)
(-4.827799999999997,78)
(-3.914499999999996,124)
(-1.019499999999998,76)
(0.09289999999999954,64)
(-1.4148300000000003,102)
(-4.737399999999998,94)
(3.4091900000000024,236)
(14.845099999999968,518)
(-0.3808,0)
(3.459900000000001,166)
(-2.8150999999999993,62)
(0.47100000000000003,48)
(4.240100000000004,178)
(2.222400000000001,178)
(3.2266000000000026,192)
(3.6346000000000043,190)
(-0.7088899999999994,120)
(-0.7153999999999991,64)
(-2.0648,28)
(-1.6093999999999995,42)
(12.278399999999985,350)
(14.618999999999971,386)
(16.95959999999997,422)
(-1.2911299999999999,88)
(16.16889999999997,490)
(0.27106999999999937,118)
(-1.7796299999999974,114)
(5.244300000000005,192)
(-2.650599999999999,88)
(-6.542599999999992,160)
(-0.4777,32)
(-1.9699999999999958,126)
(-1.0041,26)
(-0.0025,6)
(-0.0025,5)
(0.31690000000000024,61)
(0.5635999999999999,68)
(-3.287499999999998,348)
(-5.70739999999999,192)
(0.9377999999999997,76)
(2.5237000000000043,310)
(0.27899999999999997,80)
(-5.397199999999993,136)
(-1.5335999999999999,58)
(-3.6244999999999963,160)
(-0.7866,98)
(-2.5769299999999986,122)
(-1.17222,16)
(2.647800000000009,394)
(-3.6440999999999986,272)
(10.042199999999989,536)
(-0.5324599999999999,146)
(-0.021800000000000153,92)
(-4.057499999999999,66)
(0.13978,10)
(-3.613699999999996,328)
(1.2365700000000002,176)
(-2.738099999999999,60)
(-2.6050999999999993,68)
(-0.0025,10)
(-3.004399999999997,168)
(-1.368599999999994,168)
(-6.536,250)
(-4.447399999999999,66)
(-4.838799999999993,204)
(-3.126999999999998,126)
(-3.897199999999998,124)
(0.44439999999999996,54)
(-3.1274999999999986,76)
(-3.8568999999999947,330)
(-0.9149300000000002,74)
(-3.750999999999997,310)
(1.4504,70)
(-0.1521,92)
(-2.6892999999999967,114)
(-0.0025,0)
(-4.155299999999996,140)
(0.3762,8)
(-2.910999999999996,226)
(-5.505999999999993,202)
(0.2646399999999998,108)
(-1.2846,40)
(8.917150000000007,376)
(-0.3915,14)
(-1.2116,66)
(-2.904699999999999,58)
(-2.251599999999999,74)
(0.43811000000000017,96)
(-0.4519000000000002,62)
(-2.1931299999999996,98)
(-5.086299999999994,106)
(-3.0640999999999976,80)
(11.287799999999983,896)
(2.926000000000002,231)
(-3.3391999999999977,90)
(0.3317000000000001,50)
(-4.826399999999993,152)
(-1.2655,72)
(-3.435699999999994,260)
(-0.5925,104)
(-3.561199999999996,146)
(-2.736599999999998,70)
(-4.352599999999996,126)
(-4.221829999999995,190)
(-1.4895000000000003,70)
(-4.366799999999997,96)
(-3.1500299999999957,212)
(-0.6638999999999999,32)
(-0.0025,9)
(-3.1274999999999986,76)
(-1.9134299999999995,124)
(12.651799999999975,938)
(-4.732399999999997,98)
(-0.8428999999999975,88)
(-2.738099999999999,60)
(-1.9033,26)
(-5.9390999999999945,248)
(9.249300000000002,262)
(-6.154499999999996,132)
(-0.5445000000000386,1056)
(-8.840999999999983,1402)
(-3.4965999999999977,90)
(-2.3496,66)
(8.895200000000003,560)
(10.371199999999995,312)
(-2.0393999999999974,100)
(-1.8829000000000002,36)
(-1.8829000000000002,36)
(3.924800000000006,284)
(-0.0025,8)
(2.5828,54)
(-2.9105,42)
(-3.3787999999999987,72)
(3.773300000000002,172)
(-5.582299999999995,278)
(-5.992800000000027,452)
(-0.23910000000000006,24)
(-0.7391299999999985,70)
(0.05849999999999966,50)
(-2.700099999999998,78)
(0.01739999999999997,14)
(-0.05225000000000013,64)
(-2.9375999999999967,116)
(13.953999999999985,674)
(-3.051699999999996,322)
(-1.0386000000000002,46)
(-0.4339,30)
(-1.5531,54)
(3.2171000000000016,162)
(12.42269999999998,528)
(17.694899999999972,340)
(-0.5289300000000001,56)
(-0.0025,0)
(-3.685799999999998,92)
(-5.163299999999996,108)
(-6.2108,372)
(-1.2987999999999893,278)
(7.375500000000008,232)
(8.935900000000006,256)
(-14.100400000000034,392)
(-2.1938,66)
(-2.8617799999999938,216)
(-2.86293,52)
(1.3829999999999998,84)
(-2.364499999999996,147)
(0.6988999999999999,44)
(8.742700000000005,840)
(1.4368999999999867,1316)
(-1.9134299999999995,124)
(12.056699999999987,304)
(-2.1319,54)
(9.890799999999995,292)
(8.743800000000002,316)
(8.838500000000005,296)
(-2.6756999999999893,254)
(-5.974799999999997,102)
(3.9973000000000023,174)
(-1.8541999999999983,94)
(-0.4484999999999999,38)
(2.446400000000001,180)
(2.446400000000001,180)
(-5.601299999999995,130)
(-2.5823,60)
(-0.8224,24)
(-0.0025,10)
(-2.7396999999999996,60)
(-1.5376999999999987,88)
(-4.868599999999996,94)
(-0.7154999999999989,208)
(-14.193099999999834,1700)
(-2.612799999999997,144)
(-3.0242999999999993,72)
(2.1679,44)
(-4.525799999999998,96)
(0.067,12)
(10.609799999999993,320)
(12.95039999999998,356)
(15.290999999999965,392)
(17.631599999999978,428)
(2.1140000000000003,166)
(-0.3607199999999932,256)
(-1.6796999999999982,92)
(-2.738099999999999,60)
(-3.2503999999999973,112)
(-2.996,8)
(-4.619599999999998,76)
(0.1904,32)
(0.4497,56)
(-1.5547000000000002,54)
(-4.621199999999998,76)
(19.289699999999996,538)
(22.41050000000002,586)
(7.643570000000009,368)
(9.20397,392)
(6.083170000000008,344)
(6.531170000000008,348)
(1.7493000000000003,110)
(-0.1849,12)
(20.185700000000004,546)
(9.651969999999997,396)
(-2.561829999999998,126)
(-3.585399999999998,74)
(-3.6560999999999986,76)
(-3.4478999999999993,74)
(8.870800000000003,288)
(10.431199999999993,312)
(8.970600000000001,300)
(10.530999999999993,324)
(-3.043099999999999,108)
(-0.02100000000000013,52)
(-0.8577300000000003,72)
(-3.0812999999999993,86)
(-2.9576000000000002,44)
(-4.074699999999997,124)
(8.952900000000001,238)
(7.698400000000008,268)
(18.584000000000014,996)
(12.073699999999983,286)
(11.451199999999986,316)
(-1.6093999999999995,42)
(-7.287500000000001,716)
(-6.500929999999992,204)
(-4.981599999999997,96)
(-2.330699999999993,282)
(10.493499999999987,646)
(-6.088299999999975,1444)
(-4.791999999999999,58)
(-0.6718999999999997,42)
(-8.26409999999996,1508)
(-10.439899999999879,1572)
(-3.9124999999999885,1380)
(12.669299999999978,582)
(-9.748800000000001,264)
(-4.370129999999998,170)
(-3.6504999999999983,282)
(-1.7367000000000006,1316)
(-2.827699999999994,324)
(0.06890000000000068,116)
(-0.1584,16)
(8.636199999999995,830)
(-6.534599999999992,752)
(-6.879599999999996,724)
(-4.61313,266)
(13.88819999999999,918)
(0.15140000000000026,54)
(-0.7210299999999998,60)
(-3.3854000000000077,362)
(8.317700000000004,710)
(5.089799999999967,1078)
(-2.0518,26)
(4.006800000000005,204)
(3.783300000000004,332)
(-2.055229999999998,70)
(10.0483,276)
(-3.7434999999999983,108)
(-5.858199999999996,118)
(12.762299999999996,754)
(3.782800000000004,202)
(-1.3445,60)
(-0.22050000000000042,68)
(8.810800000000004,288)
(8.295800000000005,312)
(10.304199999999993,340)
(10.398899999999996,320)
(0.01438,16)
(-9.338799999999857,1170)
(4.9849200000000105,322)
(17.064899999999973,498)
(-5.98380000000001,330)
(-4.876299999999997,108)
(-0.4777,32)
(-6.18959999999999,780)
(-7.224600000000001,696)
(-6.879599999999996,724)
(-7.569600000000003,668)
(15.693699999999968,402)
(-2.8806999999999987,70)
(-2.071599999999999,58)
(-1.5795999999999992,54)
(-5.006599999999999,80)
(-1.6429999999999998,42)
(-0.6485000000000001,8)
(1.1222999999999999,78)
(-1.729599999999996,124)
(-6.727100000000006,328)
(-4.411399999999999,74)
(0.641,64)
(-3.449599999999997,96)
(-1.7115999999999998,24)
(-0.00529999999999986,26)
(0.2052,18)
(1.0968,60)
(4.510999999999974,1072)
(0.5490999999999899,1172)
(-4.098199999999999,78)
(0.3466,70)
(-0.40523000000000003,42)
(5.717700000000004,248)
(8.390500000000008,292)
(9.950899999999999,316)
(6.830100000000007,268)
(7.278100000000007,272)
(-2.606899999999999,60)
(-4.791999999999999,58)
(-2.757799999999999,86)
(-4.061129999999994,240)
(-2.744299999999999,64)
(14.274299999999968,502)
(11.368399999999989,280)
(0.15489999999999998,70)
(-2.1382999999999983,86)
(0.5952999999999999,24)
(0.4829999999999997,70)
(1.70062,42)
(-0.7170999999999998,84)
(-9.748800000000001,264)
(-4.832799999999999,74)
(-0.9889999999999848,1098)
(-9.446999999999894,1078)
(-1.8813,36)
(0.3514000000000002,252)
(-0.8170000000000455,744)
(-6.29780000000002,688)
(-1.852000000000042,660)
(-1.6681000000000001,38)
(-5.396699999999999,74)
(-2.1925999999999997,32)
(-0.3150999999999999,44)
(-3.885099999999998,84)
(-4.732399999999997,98)
(-4.737399999999998,94)
(-0.6405,32)
(14.700599999999964,278)
(6.760500000000008,214)
(9.433300000000001,258)
(10.99369999999999,282)
(7.8729000000000084,234)
(-1.7831999999999981,108)
(16.75659999999997,392)
(-0.4339,30)
(-0.0025,7)
(2.2129,148)
(-0.808399999999998,82)
(-0.8273999999999999,96)
(-4.411399999999999,74)
(-1.3449,52)
(-1.359499999999998,44)
(-2.996,0)
(5.020300000000005,190)
(-1.6760999999999997,58)
(-0.1606799999999997,74)
(0.9863200000000001,50)
(-4.619599999999998,76)
(-3.4345999999999997,32)
(0.8355700000000004,170)
(-0.8247,8)
