Source	BiGG	MNXM	Stuff	
bigg.metabolite:	OA17_VL	MNXM1092297	PeriplasmicOantigengroupO:17polysaccharidewithaverylongchainlength(100repeatunits)
bigg.metabolite:	OA17__L	MNXM1092298	PeriplasmicOantigengroupO:17polysaccharidewithalongchainlength(25repeatunits)
bigg.metabolite:	OA18_ST	MNXM1092299	PeriplasmicOantigengroupO:18polysaccharidewithashortchainlength(15repeatunits)
bigg.metabolite:	OA18_VL	MNXM1092300	PeriplasmicOantigengroupO:18polysaccharidewithaverylongchainlength(100repeatunits)
bigg.metabolite:	OA18__L	MNXM1092301	PeriplasmicOantigengroupO:18polysaccharidewithalongchainlength(25repeatunits)
bigg.metabolite:	OA1_3_19_ST	MNXM1092302	PeriplasmicOantigengroupO:1319polysaccharidewithashortchainlength(15repeatunits)
bigg.metabolite:	OA1_3_19_VL	MNXM1092303	PeriplasmicOantigengroupO:1319polysaccharidewithaverylongchainlength(100repeatunits)
bigg.metabolite:	OA1_3_19__L	MNXM1092304	PeriplasmicOantigengroupO:1319polysaccharidewithalongchainlength(25repeatunits)
bigg.metabolite:	OA21_ST	MNXM1092305	PeriplasmicOantigengroupO:21polysaccharidewithashortchainlength(15repeatunits)
bigg.metabolite:	OA21_VL	MNXM1092306	PeriplasmicOantigengroupO:21polysaccharidewithaverylongchainlength(100repeatunits)
bigg.metabolite:	OA21__L	MNXM1092307	PeriplasmicOantigengroupO:21polysaccharidewithalongchainlength(25repeatunits)
bigg.metabolite:	OA28ab_ST	MNXM1092308	PeriplasmicOantigengroupO:28abpolysaccharidewithashortchainlength(15repeatunits)
bigg.metabolite:	OA28ab_VL	MNXM1092309	PeriplasmicOantigengroupO:28abpolysaccharidewithaverylongchainlength(100repeatunits)
bigg.metabolite:	OA28ab__L	MNXM1092310	PeriplasmicOantigengroupO:28abpolysaccharidewithalongchainlength(25repeatunits)
bigg.metabolite:	OA28ac_ST	MNXM1092311	PeriplasmicOantigengroupO:28acpolysaccharidewithashortchainlength(15repeatunits)
bigg.metabolite:	OA28ac_VL	MNXM1092312	PeriplasmicOantigengroupO:28acpolysaccharidewithaverylongchainlength(100repeatunits)
bigg.metabolite:	OA28ac__L	MNXM1092313	PeriplasmicOantigengroupO:28acpolysaccharidewithalongchainlength(25repeatunits)
bigg.metabolite:	OA2_ST	MNXM1092314	PeriplasmicOantigengroupO:2polysaccharidewithashortchainlength(15repeatunits)
bigg.metabolite:	OA2_VL	MNXM1092315	PeriplasmicOantigengroupO:2polysaccharidewithaverylongchainlength(100repeatunits)
bigg.metabolite:	OA2__L	MNXM1092316	PeriplasmicOantigengroupO:2polysaccharidewithalongchainlength(25repeatunits)
bigg.metabolite:	OA30_ST	MNXM1092317	PeriplasmicOantigengroupO:30polysaccharidewithashortchainlength(15repeatunits)
bigg.metabolite:	OA30_VL	MNXM1092318	PeriplasmicOantigengroupO:30polysaccharidewithaverylongchainlength(100repeatunits)
bigg.metabolite:	OA30__L	MNXM1092319	PeriplasmicOantigengroupO:30polysaccharidewithalongchainlength(25repeatunits
bigg.metabolite:	OA35_ST	MNXM1092320	PeriplasmicOantigengroupO:35polysaccharidewithashortchainlength(15repeatunits)
bigg.metabolite:	OA35_VL	MNXM1092321	PeriplasmicOantigengroupO:35polysaccharidewithaverylongchainlength(100repeatunits)
bigg.metabolite:	OA35__L	MNXM1092322	PeriplasmicOantigengroupO:35polysaccharidewithalongchainlength(25repeatunits)
bigg.metabolite:	OA38_ST	MNXM1092323	PeriplasmicOantigengroupO:38polysaccharidewithashortchainlength(15repeatunits)
bigg.metabolite:	OA38_VL	MNXM1092324	PeriplasmicOantigengroupO:38polysaccharidewithaverylongchainlength(100repeatunits)
bigg.metabolite:	OA38__L	MNXM1092325	PeriplasmicOantigengroupO:38polysaccharidewithalongchainlength(25repeatunits)
bigg.metabolite:	OA39_ST	MNXM1092326	PeriplasmicOantigengroupO:39polysaccharidewithashortchainlength(15repeatunits)
bigg.metabolite:	OA39_VL	MNXM1092327	PeriplasmicOantigengroupO:39polysaccharidewithaverylongchainlength(100repeatunits)
bigg.metabolite:	OA39__L	MNXM1092328	PeriplasmicOantigengroupO:39polysaccharidewithalongchainlength(25repeatunits)
bigg.metabolite:	OA3_10_ST	MNXM1092329	PeriplasmicOantigengroupO:310polysaccharidewithashortchainlength(15repeatunits)
bigg.metabolite:	OA3_10_VL	MNXM1092330	PeriplasmicOantigengroupO:310polysaccharidewithaverylongchainlength(100repeatunits)
bigg.metabolite:	OA3_10__L	MNXM1092331	PeriplasmicOantigengroupO:310polysaccharidewithalongchainlength(25repeatunits)
bigg.metabolite:	OA40_ST	MNXM1092332	PeriplasmicOantigengroupO:40polysaccharidewithashortchainlength(15repeatunits)
bigg.metabolite:	OA40_VL	MNXM1092333	PeriplasmicOantigengroupO:40polysaccharidewithaverylongchainlength(100repeatunits)
bigg.metabolite:	OA40__L	MNXM1092334	PeriplasmicOantigengroupO:40polysaccharidewithalongchainlength(25repeatunits)
bigg.metabolite:	OA41_ST	MNXM1092335	PeriplasmicOantigengroupO:41polysaccharidewithalongchainlength(25repeatunits)
bigg.metabolite:	OA41_VL	MNXM1092336	PeriplasmiclipopolysaccharidegroupO:41withashortOantigenpolysaccharide
bigg.metabolite:	OA41__L	MNXM1092337	PeriplasmicOantigengroupO:41polysaccharidewithaverylongchainlength(100repeatunits)
bigg.metabolite:	OA42_ST	MNXM1092338	PeriplasmicOantigengroupO:42polysaccharidewithashortchainlength(15repeatunits)
bigg.metabolite:	OA42_VL	MNXM1092339	PeriplasmicOantigengroupO:42polysaccharidewithaverylongchainlength(100repeatunits)
bigg.metabolite:	OA42__L	MNXM1092340	PeriplasmicOantigengroupO:42polysaccharidewithalongchainlength(25repeatunits)
bigg.metabolite:	OA43_ST	MNXM1092341	PeriplasmicOantigengroupO:43polysaccharidewithashortchainlength(15repeatunits)
bigg.metabolite:	OA43_VL	MNXM1092342	PeriplasmicOantigengroupO:43polysaccharidewithaverylongchainlength(100repeatunits)
bigg.metabolite:	OA43__L	MNXM1092343	PeriplasmicOantigengroupO:43polysaccharidewithalongchainlength(25repeatunits)
bigg.metabolite:	OA44_ST	MNXM1092344	PeriplasmicOantigengroupO:44polysaccharidewithashortchainlength(15repeatunits)
bigg.metabolite:	OA44_VL	MNXM1092345	PeriplasmicOantigengroupO:44polysaccharidewithaverylongchainlength(100repeatunits)
bigg.metabolite:	OA44__L	MNXM1092346	PeriplasmicOantigengroupO:44polysaccharidewithalongchainlength(25repeatunits)
bigg.metabolite:	OA45_ST	MNXM1092347	PeriplasmicOantigengroupO:45polysaccharidewithashortchainlength(15repeatunits)
bigg.metabolite:	OA45_VL	MNXM1092348	PeriplasmicOantigengroupO:45polysaccharidewithaverylongchainlength(100repeatunits)
bigg.metabolite:	OA45__L	MNXM1092349	PeriplasmicOantigengroupO:45polysaccharidewithalongchainlength(25repeatunits)
bigg.metabolite:	OA47_ST	MNXM1092350	PeriplasmicOantigengroupO:47polysaccharidewithashortchainlength(15repeatunits)
bigg.metabolite:	OA47_VL	MNXM1092351	PeriplasmicOantigengroupO:47polysaccharidewithaverylongchainlength(100repeatunits)
bigg.metabolite:	OA47__L	MNXM1092352	PeriplasmicOantigengroupO:47polysaccharidewithalongchainlength(25repeatunits)
bigg.metabolite:	OA48_ST	MNXM1092353	PeriplasmicOantigengroupO:48polysaccharidewithashortchainlength(15repeatunits)
bigg.metabolite:	OA48_VL	MNXM1092354	PeriplasmicOantigengroupO:48polysaccharidewithaverylongchainlength(100repeatunits)
bigg.metabolite:	OA48__L	MNXM1092355	PeriplasmicOantigengroupO:48polysaccharidewithalongchainlength(25repeatunits)
bigg.metabolite:	OA4_ST	MNXM1092356	PeriplasmicOantigengroupO:XXpolysaccharidewithashortchainlength(15repeatunits)
bigg.metabolite:	OA4_VL	MNXM1092357	PeriplasmicOantigengroupO:XXpolysaccharidewithaverylongchainlength(100repeatunits)
bigg.metabolite:	OA4__L	MNXM1092358	PeriplasmicOantigengroupO:XXpolysaccharidewithalongchainlength(25repeatunits)
bigg.metabolite:	OA50_ST	MNXM1092359	PeriplasmicOantigengroupO:50polysaccharidewithashortchainlength(15repeatunits)
bigg.metabolite:	OA50_VL	MNXM1092360	PeriplasmicOantigengroupO:50polysaccharidewithaverylongchainlength(100repeatunits)
bigg.metabolite:	OA50__L	MNXM1092361	PeriplasmicOantigengroupO:50polysaccharidewithalongchainlength(25repeatunits)
bigg.metabolite:	OA51_ST	MNXM1092362	PeriplasmicOantigengroupO:51polysaccharidewithashortchainlength(15repeatunits)
bigg.metabolite:	OA51_VL	MNXM1092363	PeriplasmicOantigengroupO:51polysaccharidewithaverylongchainlength(100repeatunits)
bigg.metabolite:	OA51__L	MNXM1092364	PeriplasmicOantigengroupO:51polysaccharidewithalongchainlength(25repeatunits)
bigg.metabolite:	OA52_ST	MNXM1092365	PeriplasmicOantigengroupO:52polysaccharidewithashortchainlength(15repeatunits)
bigg.metabolite:	OA52_VL	MNXM1092366	PeriplasmicOantigengroupO:52polysaccharidewithaverylongchainlength(100repeatunits)
bigg.metabolite:	OA52__L	MNXM1092367	PeriplasmicOantigengroupO:52polysaccharidewithalongchainlength(25repeatunits)
bigg.metabolite:	OA53_ST	MNXM1092368	PeriplasmicOantigengroupO:53polysaccharidewithalongchainlength(25repeatunits)
bigg.metabolite:	OA53_VL	MNXM1092369	PeriplasmiclipopolysaccharidegroupO:53withashortOantigenpolysaccharide
bigg.metabolite:	OA53__L	MNXM1092370	PeriplasmicOantigengroupO:53polysaccharidewithaverylongchainlength(100repeatunits)
bigg.metabolite:	OA54	MNXM1092371	PeriplasmicOantigengroupO:54polysaccharidewith10repeatunits
bigg.metabolite:	OA55_ST	MNXM1092372	PeriplasmicOantigengroupO:55polysaccharidewithashortchainlength(15repeatunits)
bigg.metabolite:	OA55_VL	MNXM1092373	PeriplasmicOantigengroupO:55polysaccharidewithaverylongchainlength(100repeatunits)
bigg.metabolite:	OA55__L	MNXM1092374	PeriplasmicOantigengroupO:55polysaccharidewithalongchainlength(25repeatunits
bigg.metabolite:	OA56_ST	MNXM1092375	PeriplasmicOantigengroupO:56polysaccharidewithashortchainlength(15repeatunits)
bigg.metabolite:	OA56_VL	MNXM1092376	PeriplasmicOantigengroupO:56polysaccharidewithaverylongchainlength(100repeatunits)
bigg.metabolite:	OA56__L	MNXM1092377	PeriplasmicOantigengroupO:56polysaccharidewithalongchainlength(25repeatunits
bigg.metabolite:	OA57_ST	MNXM1092378	PeriplasmicOantigengroupO:57polysaccharidewithashortchainlength(15repeatunits)
bigg.metabolite:	OA57_VL	MNXM1092379	PeriplasmicOantigengroupO:57polysaccharidewithaverylongchainlength(100repeatunits)
bigg.metabolite:	OA57__L	MNXM1092380	PeriplasmicOantigengroupO:57polysaccharidewithalongchainlength(25repeatunits)
bigg.metabolite:	OA58_ST	MNXM1092381	PeriplasmicOantigengroupO:58polysaccharidewithashortchainlength(15repeatunits)
bigg.metabolite:	OA58_VL	MNXM1092382	PeriplasmicOantigengroupO:58polysaccharidewithaverylongchainlength(100repeatunits)
bigg.metabolite:	OA58__L	MNXM1092383	PeriplasmicOantigengroupO:58polysaccharidewithalongchainlength(25repeatunits)
bigg.metabolite:	OA59_ST	MNXM1092384	PeriplasmicOantigengroupO:59polysaccharidewithashortchainlength(15repeatunits)
bigg.metabolite:	OA59_VL	MNXM1092385	PeriplasmicOantigengroupO:59polysaccharidewithaverylongchainlength(100repeatunits)
bigg.metabolite:	OA59__L	MNXM1092386	PeriplasmicOantigengroupO:59polysaccharidewithalongchainlength(25repeatunits)
bigg.metabolite:	OA60_ST	MNXM1092387	PeriplasmicOantigengroupO:60polysaccharidewithashortchainlength(15repeatunits)
bigg.metabolite:	OA60_VL	MNXM1092388	PeriplasmicOantigengroupO:60polysaccharidewithaverylongchainlength(100repeatunits)
bigg.metabolite:	OA60__L	MNXM1092389	PeriplasmicOantigengroupO:60polysaccharidewithalongchainlength(25repeatunits)
bigg.metabolite:	OA62_ST	MNXM1092390	PeriplasmicOantigengroupO:62polysaccharidewithashortchainlength(15repeatunits)
bigg.metabolite:	OA62_VL	MNXM1092391	PeriplasmicOantigengroupO:62polysaccharidewithaverylongchainlength(100repeatunits)
bigg.metabolite:	OA62__L	MNXM1092392	PeriplasmicOantigengroupO:62polysaccharidewithalongchainlength(25repeatunits)
bigg.metabolite:	OA63_ST	MNXM1092393	PeriplasmicOantigengroupO:63polysaccharidewithashortchainlength(15repeatunits)
bigg.metabolite:	OA63_VL	MNXM1092394	PeriplasmicOantigengroupO:63polysaccharidewithaverylongchainlength(100repeatunits)
bigg.metabolite:	OA63__L	MNXM1092395	PeriplasmicOantigengroupO:63polysaccharidewithalongchainlength(25repeatunits)
bigg.metabolite:	OA65_ST	MNXM1092396	PeriplasmicOantigengroupO:65polysaccharidewithashortchainlength(15repeatunits)
bigg.metabolite:	OA65_VL	MNXM1092397	PeriplasmicOantigengroupO:65polysaccharidewithaverylongchainlength(100repeatunits)
bigg.metabolite:	OA65__L	MNXM1092398	PeriplasmicOantigengroupO:65polysaccharidewithalongchainlength(25repeatunits)
bigg.metabolite:	OA66_ST	MNXM1092399	PeriplasmicOantigengroupO:66polysaccharidewithashortchainlength(15repeatunits)
bigg.metabolite:	OA66_VL	MNXM1092400	PeriplasmicOantigengroupO:66polysaccharidewithaverylongchainlength(100repeatunits)
bigg.metabolite:	OA66__L	MNXM1092401	PeriplasmicOantigengroupO:66polysaccharidewithalongchainlength(25repeatunits)
bigg.metabolite:	OA67	MNXM1092402	[Undecaprenyl-galactose-(beta1->3)-galactofuranose-(alpha1->3)]20
bigg.metabolite:	OA6_14_ST	MNXM1092403	PeriplasmicOantigengroupO:614polysaccharidewithashortchainlength(15repeatunits)
bigg.metabolite:	OA6_14_VL	MNXM1092404	PeriplasmicOantigengroupO:614polysaccharidewithaverylongchainlength(100repeatunits)
bigg.metabolite:	OA6_14__L	MNXM1092405	PeriplasmicOantigengroupO:614polysaccharidewithalongchainlength(25repeatunits)
bigg.metabolite:	OA7_ST	MNXM1092406	PeriplasmicOantigengroupO:7polysaccharidewithashortchainlength(15repeatunits)
bigg.metabolite:	OA7_VL	MNXM1092407	PeriplasmicOantigengroupO:7polysaccharidewithaverylongchainlength(100repeatunits)
bigg.metabolite:	OA7__L	MNXM1092408	PeriplasmicOantigengroupO:7polysaccharidewithalongchainlength(25repeatunits)
bigg.metabolite:	OA8_ST	MNXM1092409	PeriplasmicOantigengroupO:8polysaccharidewithashortchainlength(15repeatunits)
bigg.metabolite:	OA8_VL	MNXM1092410	PeriplasmicOantigengroupO:8polysaccharidewithaverylongchainlength(100repeatunits)
bigg.metabolite:	OA8__L	MNXM1092411	PeriplasmicOantigengroupO:8polysaccharidewithalongchainlength(25repeatunits)
bigg.metabolite:	OA9_46_27_ST	MNXM1092412	PeriplasmicOantigengroupO:94627polysaccharidewithashortchainlength(15repeatunits)
bigg.metabolite:	OA9_46_27_VL	MNXM1092413	PeriplasmicOantigengroupO:94627polysaccharidewithaverylongchainlength(100repeatunits)
bigg.metabolite:	OA9_46_27__L	MNXM1092414	PeriplasmicOantigengroupO:94627polysaccharidewithalongchainlength(25repeatunits
bigg.metabolite:	OA9_46_ST	MNXM1092415	[Undecaprenyl-diphosphate-galactose-(alpha1->3)-rhamnose-(alpha1->4)-mannose-(alpha1->3)-tyvelose]15
bigg.metabolite:	OA9_46_VL	MNXM1092416	[Undecaprenyl-diphosphate-galactose-(alpha1->3)-rhamnose-(alpha1->4)-mannose-(alpha1->3)-tyvelose]100
bigg.metabolite:	OA9_46__L	MNXM1092417	[Undecaprenyl-diphosphate-galactose-(alpha1->3)-rhamnose-(alpha1->4)-mannose-(alpha1->3)-tyvelose]25
bigg.metabolite:	OA9_ST	MNXM1092418	PeriplasmicOantigengroupO:9polysaccharidewithashortchainlength(15repeatunits)
bigg.metabolite:	OA9_VL	MNXM1092419	PeriplasmicOantigengroupO:9polysaccharidewithaverylongchainlength(100repeatunits)
bigg.metabolite:	OA9__L	MNXM1092420	PeriplasmicOantigengroupO:9polysaccharidewithalongchainlength(25repeatunits)
bigg.metabolite:	OA_STmin	MNXM1092421	OASTmin
bigg.metabolite:	PG	MNXM1092422	Peptidoglycan
bigg.metabolite:	PG_ST	MNXM1092423	Acetylglucosamine--N-acetylmuramoyl-(tetrapeptide)diphospho-undecaprenoldimerwithL-(gly)5-Dcross-linkstrandlength6
bigg.metabolite:	PG__L	MNXM1092424	Acetylglucosamine--N-acetylmuramoyl-(tetrapeptide)diphospho-undecaprenoldimerwithL-(gly)5-Dcross-linkstrandlength26
bigg.metabolite:	PHAg	MNXM1092425	PreexistentPolyhydroxyalkanoategranule
bigg.metabolite:	PROTEIN	MNXM1092426	Protein
bigg.metabolite:	PROT_LLA	MNXM1092427	ProteinforbiomassLactisspecificv1
bigg.metabolite:	PROT_LLA_v3	MNXM1092428	Proteinforbiomasslactisspecificv3
bigg.metabolite:	R3hdec4coa	MNXM1092429	3Hydroxy4ZdecenoylCoA
bigg.metabolite:	R3hdec4e	MNXM1092430	3Hydroxy4Zdecenicacid
bigg.metabolite:	RNA	MNXM1092431	Ribonucleicacid
bigg.metabolite:	RNA_LLA	MNXM1092432	RNAbiosynthesislactis
bigg.metabolite:	R_3h4atba	MNXM1092433	3Hydroxy4acetylthiobutanoicacid
bigg.metabolite:	R_3h4atbcoa	MNXM1092434	3Hydroxy4acetylthiobutanylCoA
bigg.metabolite:	R_3h6atha	MNXM1092435	3Hydroxy6acetylthiohexanoicacid
bigg.metabolite:	R_3h6athcoa	MNXM1092436	3Hydroxy6acetylthiohexanoylCoA
bigg.metabolite:	R_3hcmrs7e	MNXM1092437	3hydroxycismyristol7en
bigg.metabolite:	R_3hdcaa	MNXM1092438	3hydroxydecanoicacid
bigg.metabolite:	R_3hdd5ea	MNXM1092439	3Hydroxydodecanoic5enacid
bigg.metabolite:	R_3hdd6coa	MNXM1092440	3hydroxy6ZdodedecenylCoA
bigg.metabolite:	R_3hdd6e	MNXM1092441	3Hydroxydodecanoic6enacid
bigg.metabolite:	R_3hdda	MNXM1092442	3Hydroxydodecanoicacid
bigg.metabolite:	R_3hhdca	MNXM1092443	3Hydroxyhexadecanoicacid
bigg.metabolite:	R_3hhdcoa	MNXM1092444	3HydroxyhexadecanoylCoA
bigg.metabolite:	R_3hhpa	MNXM1092445	3hydroxyheptanoicacid
bigg.metabolite:	R_3hhpcoa	MNXM1092446	3HydroxyheptanoylCoA
bigg.metabolite:	R_3hhxa	MNXM1092447	3hydroxyhexanoicacid
bigg.metabolite:	R_3hnonaa	MNXM1092448	3hydroxynonanoicacid
bigg.metabolite:	R_3hnonacoa	MNXM1092449	3HydroxynonanoylCoA
bigg.metabolite:	R_3hocta	MNXM1092450	3hydroxyoctanoicacid
bigg.metabolite:	R_3hpba	MNXM1092451	3Hydroxyphenylbutanoicacid
bigg.metabolite:	R_3hpbcoa	MNXM1092452	3HydroxyphenylbutanoylCoA
bigg.metabolite:	R_3hpdeca	MNXM1092453	3Hydroxy10phenyldecanoicacid
bigg.metabolite:	R_3hpdecacoa	MNXM1092454	3HydroxyphenyldecanoylCoA
bigg.metabolite:	R_3hphpa	MNXM1092455	3Hydroxy7phenylheptanoicacid
bigg.metabolite:	R_3hphpcoa	MNXM1092456	3HydroxyphenylheptanoylCoA
bigg.metabolite:	R_3hphxa	MNXM1092457	3Hydroxy6phenylhexanoicacid
bigg.metabolite:	R_3hphxacoa	MNXM1092458	3HydroxyphenylhexanoylCoA
bigg.metabolite:	R_3hpnona	MNXM1092459	3Hydroxy9phenylnonanoicacid
bigg.metabolite:	R_3hpnonacoa	MNXM1092460	3HydroxyphenylnonanoylCoA
bigg.metabolite:	R_3hpocta	MNXM1092461	3Hydroxy8phenyloctanoicacid
bigg.metabolite:	R_3hpoctacoa	MNXM1092462	3HydroxyphenyloctanoylCoA
bigg.metabolite:	R_3hppta	MNXM1092463	3Hydroxy5phenylpentanoicacic
bigg.metabolite:	R_3hpptcoa	MNXM1092464	3HydroxyphenylpentanoylCoA
bigg.metabolite:	R_3hpt	MNXM1092465	3Hydroxypentanoicacid
bigg.metabolite:	R_3hptcoa	MNXM1092466	3HydroxpypentoylCoA
bigg.metabolite:	R_3htd58coa	MNXM1092467	3hydroxy5Z8ZtetradecedienylCoA
bigg.metabolite:	R_3htd58e	MNXM1092468	3hydroxy5Z8Ztetradecedienicacid
bigg.metabolite:	R_3htd5coa	MNXM1092469	3hydroxy5ZtetradecenylCoA
bigg.metabolite:	R_3htd5e	MNXM1092470	3hydroxy5Ztetradecenicacid
bigg.metabolite:	R_3httdca	MNXM1092471	3Hydroxytetradecanoicacid
bigg.metabolite:	R_actn	MNXM1092472	Acetoin
bigg.metabolite:	SOLPOOL	MNXM1092473	SolutePools
bigg.metabolite:	ST_xan	MNXM1092474	Staphyloxanthin||beta-D-glucopyranosyl1-O-(4,4'-diaponeurosporen-4-oate)-6-O-(12-methyltetradecanoate)
bigg.metabolite:	WTA40r	MNXM1092475	(Rbo-P)40-[2-(alphaGlcNac)-Rbo-P]-Gro-P-Gro-P-ManNAc-GlcNAc-PP-undecaprenol
bigg.metabolite:	WTA40rPG	MNXM1092476	Peptidoglycanboundwallteichoicacid
bigg.metabolite:	WTA40r_ala	MNXM1092477	WTA40rala
bigg.metabolite:	WTA40r_glcnac	MNXM1092478	[2-(betaGlcNac)-Rbo-P]n-[2-(alphaGlcNac)-Rbo-P]-Gro-P-Gro-P-ManNAc-GlcNAc-PP-undecaprenol
bigg.metabolite:	WTA40raPG	MNXM1092479	Peptidoglycanboundwallteichoicacid(alaninecharged)
bigg.metabolite:	WTA40rgPG	MNXM1092480	Peptidoglycanboundwallteichoicacid(N-acetyl-glucosaminecharged)
bigg.metabolite:	WTA_PG	MNXM1092481	Peptidoglycanboundwallteichoicacid
bigg.metabolite:	a23op	MNXM1092482	3-Amino-2-oxopropylphosphate
bigg.metabolite:	a24op	MNXM1092483	2-amino-4-oxopentanoate
bigg.metabolite:	a2m2prpnte	MNXM1092484	2-aminoprop-2-enoate
bigg.metabolite:	a45imzc	MNXM1092485	4-amino-5-imidazolecarboxylate
bigg.metabolite:	a4imz	MNXM1092486	4-aminoimidazole
bigg.metabolite:	a53oh	MNXM1092487	(S)-5-amino-3-oxohexanoate
bigg.metabolite:	a5pn	MNXM1092488	5-aminopentanoate
bigg.metabolite:	a_D_glucose	MNXM1092489	ADASHDDASHglucosec
bigg.metabolite:	a_gal__D	MNXM1092490	AlphaDgalactose
bigg.metabolite:	aaacp	MNXM1092491	Acetoacetylacylcarrierprotein
bigg.metabolite:	aac24dab	MNXM1092492	NalphaAcetylL24diaminobutyrate
bigg.metabolite:	aacp	MNXM1092493	Apo[acp]
bigg.metabolite:	aad	MNXM1092494	Acetyl-adenylate
bigg.metabolite:	ab3coa	MNXM1092495	L-3-aminobutyryl-CoA
bigg.metabolite:	abdmagdpu	MNXM1092496	N-acetyl-beta-D-mannosaminyl-1,4-N-acetyl-D-glucosaminyldiphosphoundecaprenol
bigg.metabolite:	abg4	MNXM1092497	4-aminobenzoate-glutamate
bigg.metabolite:	acACP_MRSA	MNXM1092498	AverageacylACPmolecule
bigg.metabolite:	acacacp	MNXM1092499	Acetoacetyl-[acp]
bigg.metabolite:	acacp	MNXM1092500	Acetylacyl-carrierprotein
bigg.metabolite:	acadl	MNXM1092501	Acetyladenylate
bigg.metabolite:	acampnt	MNXM1092502	2-N-acetamidomethylphosphonate
bigg.metabolite:	acap	MNXM1092503	Adenosyl-cobinamidephosphate
bigg.metabolite:	acara	MNXM1092504	NAcetoxyarylamine
bigg.metabolite:	acb	MNXM1092505	Adenosyl-cobyrate
bigg.metabolite:	acbda	MNXM1092506	Adenosyl-cobyrinatea,c-diamide
bigg.metabolite:	accb	MNXM1092507	Apo-[acetyl-CoA:carbon-dioxideligase(ADP-forming)]
bigg.metabolite:	accp	MNXM1092508	Apo-carboxylase
bigg.metabolite:	acgala	MNXM1092509	NAcetylDgalactosamine
bigg.metabolite:	acgamm	MNXM1092510	N-acetylglucosaminylmalate
bigg.metabolite:	acgpail_pf_18_0_18_1	MNXM1092511	N-Acetyl-D-glucosaminylphosphatidylinositol(plasmodium,C18:0,C18:1)
bigg.metabolite:	achom__L	MNXM1092512	Acetylhomoserine
bigg.metabolite:	acile__L	MNXM1092513	AcetylIsoleucine(ChemspiderId:9964364)
bigg.metabolite:	acleu__L	MNXM1092514	N-Acetylleucine
bigg.metabolite:	acmet	MNXM1092515	N-Acetylmethionine
bigg.metabolite:	acmtsoxin	MNXM1092516	NAcetylmethioninesulfoximine
bigg.metabolite:	acolipa_LptA	MNXM1092517	4Amino4deoxyLarabinosemodifiedcoreoligosaccharidelipidA
bigg.metabolite:	HC00342	MNXM1092518	Cis-aconitate(3-)||(1Z)-prop-1-ene-1,2,3-tricarboxylat
bigg.metabolite:	acon	MNXM1092518	Cis-Aconitate
bigg.metabolite:	acon_C	MNXM1092518	Cis-Aconitate
bigg.metabolite:	acp	MNXM1092519	AcylcarrierProtein
bigg.metabolite:	acpptrn	MNXM1092520	NAcetylphosphinothricin
bigg.metabolite:	act	MNXM1092521	Averageacetyl-PO4-molecule
bigg.metabolite:	acthr__L	MNXM1092522	Acetyl-Threonine
bigg.metabolite:	actn__S	MNXM1092523	S-acetoin
bigg.metabolite:	aeioh	MNXM1092524	3-(2-Aminoethyl)-1H-indol-5-ol
bigg.metabolite:	ag160	MNXM1092525	Acylglycerol
bigg.metabolite:	aglaa	MNXM1092526	L-Ala-gamma-D-Glu-L-lys-D-Ala(Extracellular)
bigg.metabolite:	aglp	MNXM1092527	1-acyl-sn-glycerol3-phosphate
