Source	BiGG	MNXM	Stuff	
bigg.metabolite:	fruur	MNXM731183	D-Fructuronate
bigg.metabolite:	35cgmp	MNXM731192	3',5'-CyclicGMP
bigg.metabolite:	CE2597	MNXM731196	3(S)-3-hydroxydodecen-(5Z)-oyl-CoA
bigg.metabolite:	CE2883	MNXM731200	3,5,3'-triiodothyroacetate
bigg.metabolite:	CE2313	MNXM731211	4,4-dimethylcholesta-8(9),14-dien-3beta-ol
bigg.metabolite:	M00942	MNXM731211	4,4-Dimethyl-5Alpha-Cholesta-8,14-Dien-3Beta-Ol
bigg.metabolite:	dhlpro	MNXM731214	Dihydrolipolprotein
bigg.metabolite:	pala	MNXM731238	Palatinose
bigg.metabolite:	enlipa	MNXM731245	PhosphoethanolamineKDO(2)-lipid(A)
bigg.metabolite:	galt1p	MNXM731248	Galactitol1-phosphate
bigg.metabolite:	ggptrc	MNXM731265	Gamma-glutamyl-putrescine
bigg.metabolite:	acngalacglcgal14acglcgalgluside_cho	MNXM731277	VI3NeuAc-nLc6Cer
bigg.metabolite:	xylu__D	MNXM731281	D-Xylulose
bigg.metabolite:	dhea	MNXM731293	Dehydroepiandrosterone
bigg.metabolite:	CE4843	MNXM731306	Cis,cis-11,14-eicosadienoyl-CoA
bigg.metabolite:	CE1102	MNXM731308	Cis-(3S)-hydroxytetradec-7-enoyl-CoA
bigg.metabolite:	gly_asp__L	MNXM731368	GlyaspL
bigg.metabolite:	chitob	MNXM731383	Chitobiose
bigg.metabolite:	M01729	MNXM731397	Dodecanoylcarnitine
bigg.metabolite:	ddeccrn	MNXM731397	LauroylCarnitine
bigg.metabolite:	HC02192	MNXM731413	Taurolithocholate
bigg.metabolite:	ppt	MNXM731416	Phosphonate
bigg.metabolite:	gggp	MNXM731428	(S)-3-O-geranylgeranylglycerylphosphate
bigg.metabolite:	C02712	MNXM731431	N-Acetylmethionine
bigg.metabolite:	pcs	MNXM731467	P-CresolSulfate
bigg.metabolite:	uaccg	MNXM731472	UDP-N-acetyl-3-O-(1-carboxyvinyl)-D-glucosamine
bigg.metabolite:	CE2874	MNXM731517	3'-monoiodo-L-thyronine
bigg.metabolite:	CE1162	MNXM731526	VitaminA2||all-trans-3-dehydroretinol
bigg.metabolite:	pendecaeth	MNXM73153	PentadecanoylThanolamide(C15:0)
bigg.metabolite:	perillyl	MNXM731538	Perillylalcohol
bigg.metabolite:	csa	MNXM731544	Cyclosporine
bigg.metabolite:	prephytedp	MNXM731559	Prephytoenediphosphate
bigg.metabolite:	pail35p_cho	MNXM731565	1-phosphatidyl-1D-myo-inositol3,5-bisphosphate(5-)
bigg.metabolite:	adhap_hs	MNXM731566	Acyl-dihydroxyacetonephosphate
bigg.metabolite:	cigam	MNXM731586	Cys-1D-myo-inositol2-deoxy-D-glucopyranoside
bigg.metabolite:	ertascb__D	MNXM731588	DerythroAscorbate
bigg.metabolite:	3h3mglt	MNXM731593	3-Hydroxy-3-Methyl-Glutarate
bigg.metabolite:	decdp	MNXM731626	AlltransDecaprenyldiphosphate
bigg.metabolite:	hepdp	MNXM731636	All-trans-Heptaprenyldiphosphate
bigg.metabolite:	zeax	MNXM731637	Zeaxanthin
bigg.metabolite:	acaro	MNXM731661	Alpha-Carotene
bigg.metabolite:	cdpglc	MNXM731663	CDP-glucose
bigg.metabolite:	pa160	MNXM731668	1,2-dihexadecanoyl-sn-glycerol3-phosphate
bigg.metabolite:	xolest183_hs	MNXM731672	1-Gamma-Linolenoyl-Cholesterol,Cholesterol-Ester(18:3,Delta6,9,12)
bigg.metabolite:	gmhep17bp	MNXM731697	D-Glycero-D-manno-heptose1,7-bisphosphate
bigg.metabolite:	fecost	MNXM731707	Fecosterol
bigg.metabolite:	o16a2und	MNXM731709	(O16antigen)x2undecaprenyldiphosphate
bigg.metabolite:	o16a3und	MNXM731711	(O16antigen)x3undecaprenyldiphosphate
bigg.metabolite:	fc1p	MNXM731750	L-Fuculose1-phosphate
bigg.metabolite:	rml	MNXM731755	L-Rhamnulose
bigg.metabolite:	lipidA	MNXM731760	2,3,2'3'-Tetrakis(beta-hydroxymyristoyl)-D-glucosaminyl-1,6-beta-D-glucosamine1,4'-bisphosphate
bigg.metabolite:	pg181	MNXM731815	Phosphatidylglycerol(dioctadec-11-enoyl,n-C18:1)
bigg.metabolite:	rhcys	MNXM731817	S-Ribosyl-L-homocysteine
bigg.metabolite:	tdchola	MNXM731820	Taurochenodeoxycholate
bigg.metabolite:	q6	MNXM731831	Ubiquinone6
bigg.metabolite:	lac__D	MNXM731834	D-Lactate
bigg.metabolite:	lac__L	MNXM731835	L-Lactate
bigg.metabolite:	galogs	MNXM731860	Galactoseoligosaccharide
bigg.metabolite:	4mzym	MNXM731874	4methylzymosterol
bigg.metabolite:	d5kgp	MNXM731883	2-Deoxy-5-keto-D-gluconicacid6-phosphate
bigg.metabolite:	catechol	MNXM731896	Catechol
bigg.metabolite:	ga1_cho	MNXM731929	GibberellinA1(1-)
bigg.metabolite:	selcyst	MNXM731932	Selenocystathionine
bigg.metabolite:	lipidX	MNXM731934	2,3-Bis(3-hydroxytetradecanoyl)-beta-D-glucosaminyl1-phosphate
bigg.metabolite:	malACP	MNXM731937	Malonyl-[acyl-carrierprotein]
bigg.metabolite:	ni2	MNXM731950	Nickel
bigg.metabolite:	ficytC	MNXM731954	Ferricytochromec
bigg.metabolite:	cytc	MNXM731966	Cytochromec
bigg.metabolite:	ficytc	MNXM731967	Ferricytochromec
bigg.metabolite:	ficytcc	MNXM731968	FerricytochromecC42H50FeN8O6S2
bigg.metabolite:	ficytcc553	MNXM731969	Ferricytochromec-553
bigg.metabolite:	focytcc	MNXM731970	FerrocytochromecC42H50FeN8O6S2
bigg.metabolite:	focytcc553	MNXM731971	Ferrocytochromec-553
bigg.metabolite:	ha	MNXM731992	Hyaluronan
bigg.metabolite:	4fe4s	MNXM732007	[4Fe-4S]iron-sulfurcluster
bigg.metabolite:	pentso3	MNXM73204	Pentanesulfonate
bigg.metabolite:	glyc__R	MNXM732052	(R)-Glycerate
bigg.metabolite:	CE5869	MNXM732093	Lysyl-proline
bigg.metabolite:	dolichol_U	MNXM7321	Dolichol,humanuterinehomolog
bigg.metabolite:	all__D	MNXM732104	D-Allose
bigg.metabolite:	digalside_cho	MNXM732115	Digalactosylceramide
bigg.metabolite:	met_L_his__L	MNXM732128	MetHis
bigg.metabolite:	met_L_met__L	MNXM732133	MetMet
bigg.metabolite:	met_L_phe__L	MNXM732137	MetPhe
bigg.metabolite:	met_L_tyr__L	MNXM732140	MetTyr
bigg.metabolite:	1odec11eg3p	MNXM732145	1-octadec-11-enoyl-sn-glycerol3-phosphate
bigg.metabolite:	uama	MNXM732162	UDP-N-acetylmuramoyl-L-alanine
bigg.metabolite:	ugmda	MNXM732166	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine
bigg.metabolite:	uaGgla	MNXM732173	Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine
bigg.metabolite:	5hoxindoa	MNXM732179	5-Hydroxyindoleacetate
bigg.metabolite:	CE2866	MNXM732211	3,3'-diiodo-L-thyronine
bigg.metabolite:	ddhrb	MNXM732222	7,8-didemethyl-8-hydroxy-5-deazariboflavin
bigg.metabolite:	cdpdag_cho	MNXM732258	CDP-diacylglycerol(2-)
bigg.metabolite:	mannan	MNXM732280	Mannan
bigg.metabolite:	spc_cho	MNXM732303	Sphingosylphosphorylcholine
bigg.metabolite:	pt2coa	MNXM732308	Pent-2-enoyl-CoA
bigg.metabolite:	3aib	MNXM732376	L-3-Amino-isobutanoate
bigg.metabolite:	iacgam	MNXM732396	1D-myo-inositol2-Acetamido-2-deoxy-D-glucopyranoside
bigg.metabolite:	no3	MNXM732398	Nitrate
bigg.metabolite:	4mzym_int1	MNXM732410	4Methylzymosterolintermediate1
bigg.metabolite:	pail34p_cho	MNXM732422	1-phosphatidyl-1D-myo-inositol3,4-bisphosphate(5-)
bigg.metabolite:	pail45p_cho	MNXM732423	Phosphatidylinositol4,5-bisphosphate
bigg.metabolite:	chitos	MNXM732463	Chitosan
bigg.metabolite:	citr__L	MNXM732471	L-Citrulline
bigg.metabolite:	f420_1	MNXM732474	Coenzymeferredoxin420-1
bigg.metabolite:	lyxnt	MNXM732477	L-lyxonate
bigg.metabolite:	hxan	MNXM732487	Hypoxanthine
bigg.metabolite:	obfool	MNXM732528	Obtusifoliol
bigg.metabolite:	ser_L_ala__L	MNXM732558	SerAla
bigg.metabolite:	ser_L_gln__L	MNXM732562	SerGln
bigg.metabolite:	ser_L_his__L	MNXM732566	SerHis
bigg.metabolite:	ser_L_ile__L	MNXM732569	SerIle
bigg.metabolite:	ser_L_leu__L	MNXM732572	SerLeu
bigg.metabolite:	ser_L_met__L	MNXM732575	SerMet
bigg.metabolite:	ser_L_ser__L	MNXM732578	SerSer
bigg.metabolite:	ser_L_tyr__L	MNXM732581	SerTyr
bigg.metabolite:	ser_L_val__L	MNXM732584	SerVal
bigg.metabolite:	2dr5p	MNXM732594	2-Deoxy-D-ribose5-phosphate
bigg.metabolite:	3hpimcoa	MNXM732604	3-Hydroxypimelyl-CoA
bigg.metabolite:	ahandrostan	MNXM732617	3alpha-Hydroxy-5beta-androstan-17-one
bigg.metabolite:	h2o2	MNXM732620	Hydrogenperoxide
bigg.metabolite:	thr_L_gln__L	MNXM732631	ThrGln
bigg.metabolite:	L_thrgly	MNXM732634	ThrGly
bigg.metabolite:	thr_L_leu__L	MNXM732637	ThrLeu
bigg.metabolite:	thr_L_met__L	MNXM732640	ThrMet
bigg.metabolite:	thr_L_phe__L	MNXM732643	ThrPhe
bigg.metabolite:	thr_L_thr__L	MNXM732646	ThrThr
bigg.metabolite:	preq0	MNXM732649	7-cyano-7-carbaguanine
bigg.metabolite:	ps_cho	MNXM732666	Phosphatidylserine
bigg.metabolite:	pendp	MNXM732670	AlltransPentaprenyldiphosphate
bigg.metabolite:	lanth	MNXM732709	Lanthionine
bigg.metabolite:	wharachd	MNXM732711	W-hydroxylarachidonicacid
bigg.metabolite:	lmn2	MNXM732732	Laminaribiose
bigg.metabolite:	mppp9	MNXM732750	Magnesiumprotoporphyrin
bigg.metabolite:	acmum	MNXM732757	N-Acetylmuramate
bigg.metabolite:	uagmda	MNXM732761	Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine
bigg.metabolite:	prgnlones	MNXM732771	Pregnenolonesulfate
bigg.metabolite:	gt1b_cho	MNXM732823	GT1b
bigg.metabolite:	copre4	MNXM732835	Cobalt-precorrin4
bigg.metabolite:	ctbtcoa	MNXM732837	Crotonobetainyl-CoA
bigg.metabolite:	gdchola	MNXM732861	Glycochenodeoxycholate
bigg.metabolite:	dgchol	MNXM732862	Chenodeoxyglycocholate
bigg.metabolite:	3mob	MNXM732866	3-Methyl-2-oxobutanoate
bigg.metabolite:	abt__L	MNXM732880	LArabinitol
bigg.metabolite:	lald__L	MNXM732880	L-Lactaldehyde
bigg.metabolite:	lipoamp	MNXM732890	Lipoyl-AMP
bigg.metabolite:	 benzcoa	MNXM732898	Benzoyl-CoA
bigg.metabolite:	aclys	MNXM732904	Acetyl-L-Lysine
bigg.metabolite:	selcys	MNXM732923	Selenocysteine
bigg.metabolite:	slfcys	MNXM732924	S-Sulfo-L-cysteine
bigg.metabolite:	scys__L	MNXM732925	S-Sulfo-L-cysteine
bigg.metabolite:	dxyl	MNXM732961	1-deoxy-D-xylulose
bigg.metabolite:	1hdecg3p	MNXM732965	1-hexadecanoyl-sn-glycerol3-phosphate
bigg.metabolite:	CE2201	MNXM732974	23S,25-dihydroxyvitaminD3
bigg.metabolite:	protrna	MNXM732982	L-Prolyl-tRNA(Pro)
bigg.metabolite:	 bzsucc	MNXM732988	Benzylsuccinate
bigg.metabolite:	tag_cho	MNXM732997	Triglyceride
bigg.metabolite:	hpdece	MNXM733008	Trans-Delta-2-HeptadecanoicAcid
bigg.metabolite:	e4hglu	MNXM733010	Lerythro4Hydroxyglutamate
bigg.metabolite:	4hglu	MNXM733012	4-Hydroxy-L-glutamate
bigg.metabolite:	unagamu	MNXM733023	Undecaprenyl-diphospho-N-acetylglucosamine-N-acetylmannosaminuronate
bigg.metabolite:	udcpp	MNXM733031	Undecaprenylphosphate
bigg.metabolite:	gtocophe	MNXM733036	Gamma-Tocopherol
bigg.metabolite:	3hhexACP	MNXM733048	(R)-3-Hydroxyhexanoyl-[acyl-carrierprotein]
bigg.metabolite:	pyphphbda	MNXM733063	Pyropheophorbidea
bigg.metabolite:	selhcys	MNXM733066	Selenohomocysteine
bigg.metabolite:	decd_tb	MNXM733079	(E,E,E,E,E,E,E,Z,Z)decaprenylphosphate
bigg.metabolite:	3hpalmACP	MNXM733096	R-3-hydroxypalmitoyl-[acyl-carrierprotein]
bigg.metabolite:	gua	MNXM733114	Guanine
bigg.metabolite:	Lkynr	MNXM733142	LKynurenine
bigg.metabolite:	mhpglu	MNXM733156	5MethyltetrahydropteroyltriLglutamate
bigg.metabolite:	cd2	MNXM733186	Cadmium
bigg.metabolite:	codhpre6	MNXM733199	Cobalt-dihydro-precorrin6
bigg.metabolite:	S2hglut	MNXM733232	(S)-2-Hydroxyglutarate
bigg.metabolite:	arbt	MNXM733250	Arbutin
bigg.metabolite:	ascb6p	MNXM733261	L-ascorbate-6-phosphate
bigg.metabolite:	3hddecACP	MNXM733304	(R)-3-Hydroxydodecanoyl-[acyl-carrierprotein]
bigg.metabolite:	s7p	MNXM733314	Sedoheptulose7-phosphate
bigg.metabolite:	strcoa	MNXM733343	StearylCoAnC180CoA
bigg.metabolite:	2tpr3dpcoa	MNXM733374	2'-(5''-triphosphoribosyl)-3'-dephospho-CoA
bigg.metabolite:	6hch1eccoa	MNXM733399	6-Hydroxycyclohex-1-ene-1-carboxyl-CoA
bigg.metabolite:	tdec2eACP	MNXM733432	Trans-Dec-2-enoyl-[acyl-carrierprotein]
bigg.metabolite:	fecrm	MNXM733434	Ferrichrome
bigg.metabolite:	mhista	MNXM733449	N-Methylhistamine
bigg.metabolite:	nebari	MNXM733460	Nebularine
bigg.metabolite:	2oxpaccoa	MNXM733467	2-oxepin-2(3H)-ylideneacetyl-CoA
bigg.metabolite:	ptcoa	MNXM733470	Pentanoyl-CoA
bigg.metabolite:	pe120	MNXM733471	Phosphatidylethanolamine(didodecanoyl,n-C12:0)
bigg.metabolite:	pe140	MNXM733473	Phosphatidylethanolamine(ditetradecanoyl,n-C14:0)
bigg.metabolite:	M01067	MNXM733491	5Alpha-Cholesta-8,24-Dien-3-One
bigg.metabolite:	zym_int2	MNXM733491	Zymosterolintermediate2
bigg.metabolite:	 bzsuccoa	MNXM733506	Benzylsuccinyl-CoA
bigg.metabolite:	14glucan	MNXM733515	1,4-alpha-D-glucan
bigg.metabolite:	M01582	MNXM733544	11Z-DocosenoicAcid
bigg.metabolite:	C05301	MNXM733546	2-Hydroxyestradiol-17beta
bigg.metabolite:	M00019	MNXM733574	13Z-OctadecenoicAcid
bigg.metabolite:	dhptdn	MNXM733587	6,7-Dihydropteridine
bigg.metabolite:	dolmanp	MNXM733603	DolichylphosphateDmannose
bigg.metabolite:	rmn	MNXM733618	L-Rhamnose
bigg.metabolite:	CE1272	MNXM733636	5beta-cholestane-3alpha,7alpha,12alpha,25-tetrol
bigg.metabolite:	C04295	MNXM733638	Androst-5-ene-3beta,17beta-diol
bigg.metabolite:	dtdp4aaddg	MNXM733666	DTDP-4-acetamido-4,6-dideoxy-D-galactose
bigg.metabolite:	urdglyc	MNXM733673	(-)-Ureidoglycolate
bigg.metabolite:	CE7081	MNXM733682	15(R)-HEPE
bigg.metabolite:	sphgn	MNXM733692	Sphinganine
bigg.metabolite:	CE4633	MNXM733724	Hypochlorousacid
bigg.metabolite:	Nmtrp	MNXM733784	N-Methyltryptophan
bigg.metabolite:	pur	MNXM733830	Puromycin
bigg.metabolite:	amob	MNXM733831	S-Adenosyl-4-methylthio-2-oxobutanoate
bigg.metabolite:	CE5125	MNXM733833	(2S)-PristanoylCoenzymeA
bigg.metabolite:	lut	MNXM733847	Lutein
bigg.metabolite:	CE2418	MNXM733850	(3S)-3-hydroxy-cis,cis-palmito-7,10-dienoyl-CoA
bigg.metabolite:	CE2420	MNXM733852	(3S)-3-hydroxydodec-cis-6-enoyl-CoA
bigg.metabolite:	CE2421	MNXM733854	(3S)-3-hydroxylinoleoyl-CoA
bigg.metabolite:	uaaGgtla	MNXM733859	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-isoglutaminyl-L-lysyl-D-alanyl-D-alanine
bigg.metabolite:	op4en	MNXM733877	2-Oxopent-4-enoate
bigg.metabolite:	estradiol	MNXM733896	Estradiolc
bigg.metabolite:	mi12356p	MNXM733903	Inositol1,2,3,5,6-pentakisphosphate
bigg.metabolite:	eca2und	MNXM733908	(enterobacterialcommonantigen)x2undecaprenyl-diphosphate
bigg.metabolite:	eca4und	MNXM733910	(enterobacterialcommonantigen)x4undecaprenyl-diphosphate
bigg.metabolite:	23cgmp	MNXM733912	2',3'-CyclicGMP
bigg.metabolite:	pe180	MNXM733922	Phosphatidylethanolamine(dioctadecanoyl,n-C18:0)
bigg.metabolite:	5dpmev	MNXM733934	R5Diphosphomevalonate
bigg.metabolite:	3dphb	MNXM733937	3-Decaprenyl-4-hydroxybenzoate
bigg.metabolite:	3ophb_5	MNXM733937	3Hexaprenyl4hydroxybenzoate
bigg.metabolite:	CE2592	MNXM733941	(S)-3-hydroxypalmitoleoyl-CoA
bigg.metabolite:	thptdn	MNXM733957	5,6,7,8-tetrahydropteridine
bigg.metabolite:	glutcon	MNXM733969	Glutaconate
bigg.metabolite:	23dhmb	MNXM734	(R)-2,3-Dihydroxy-3-methylbutanoate
bigg.metabolite:	neoxan	MNXM734009	Neoxanthin
bigg.metabolite:	pg160	MNXM734041	Phosphatidylglycerol(dihexadecanoyl,n-C16:0)
bigg.metabolite:	pgp160	MNXM734044	Phosphatidylglycerophosphate(dihexadecanoyl,n-C16:0)
bigg.metabolite:	ps160	MNXM734047	Phosphatidylserine(dihexadecanoyl,n-C16:0)
bigg.metabolite:	anhm3p	MNXM734072	1,6-anhydrous-N-Acetylmuramyl-tripeptide
bigg.metabolite:	6pgc	MNXM734080	6-Phospho-D-gluconate
bigg.metabolite:	pcholste_hs	MNXM734086	1-Stearoylglycerophosphocholine
bigg.metabolite:	ecaro	MNXM7341	Epsilon-Carotene
bigg.metabolite:	estrone	MNXM734122	Estronecytosol
bigg.metabolite:	CE3481	MNXM734173	1-lyso-2-arachidonoyl-phosphatidate
bigg.metabolite:	1odecg3p	MNXM734212	1-octadecanoyl-sn-glycerol3-phosphate
bigg.metabolite:	alpa_hs	MNXM734214	Lysophosphatidicacid(homosapiens)
bigg.metabolite:	CE5946	MNXM734225	10,11-dihydro-20-trihydroxy-leukotrieneB4
bigg.metabolite:	CE4987	MNXM734227	10,11-dihydro-leukotrieneB4
bigg.metabolite:	leuktrC4	MNXM734248	LeukotrieneC4ER
bigg.metabolite:	fmet	MNXM734254	NFormylLmethionine
bigg.metabolite:	tyrp	MNXM734272	Phosphotyrosine
bigg.metabolite:	CE5138	MNXM734273	12-oxo-20-hydroxy-leukotrieneB4
bigg.metabolite:	CE5662	MNXM734282	13,14-dihydro-15-oxo-lipoxinA4
bigg.metabolite:	CE6228	MNXM734286	13E-tetranor-16-oxo-16-CoA-LTE4
bigg.metabolite:	psph1p	MNXM734290	Phytosphingosine1phosphate
bigg.metabolite:	CE6460	MNXM734292	14-hydroxy-E4-neuroprostane
bigg.metabolite:	CE2565	MNXM734294	15(R)-Hydroxy-(5Z,8Z,11Z,13E)-eicosatetraenoate
bigg.metabolite:	eths	MNXM7343	Ethanesulfonate
bigg.metabolite:	ethso3	MNXM7343	Ethanesulfonate
bigg.metabolite:	CE5304	MNXM734305	15-deoxy-PGD2
bigg.metabolite:	CE2569	MNXM734307	15-epi-lipoxinB4
bigg.metabolite:	CE5661	MNXM734315	15-oxo-lipoxinA4
bigg.metabolite:	CE6226	MNXM734325	16(S)-hydroxy-18-oxo-18-CoA-LTE4
bigg.metabolite:	mag_hs	MNXM734331	Monoacylglycerol2(homosapiens)
bigg.metabolite:	CE6198	MNXM734342	16,18-oxo-18-CoA-dinor-LTE4
bigg.metabolite:	rhodopsin	MNXM734359	Rhodopsin
bigg.metabolite:	CE6225	MNXM734378	16E-18-oxo-18-CoA-dinor-LTE4
bigg.metabolite:	CE6464	MNXM734392	17-hydroxy-E4-neuroprostane
bigg.metabolite:	CE1352	MNXM734396	17Alpha-HydroxypregnenoloneSulfate
bigg.metabolite:	CE6192	MNXM734408	18(R)-hydroxy-20-oxo-20-CoA-LTE4
bigg.metabolite:	CE6183	MNXM734410	18,20-dioxo-20-CoA-leukotrieneB4
bigg.metabolite:	CE6193	MNXM734412	18-carboxy-dinor-LTE4
bigg.metabolite:	CE6184	MNXM734415	18-CoA-18-oxo-dinorleukotrieneB4
bigg.metabolite:	CE6186	MNXM734420	18E-20-oxo-20-CoA-LTB4
bigg.metabolite:	CE6191	MNXM734422	18E-20-oxo-20-CoA-LTE4
bigg.metabolite:	2amac	MNXM734499	2-Aminoacrylate
bigg.metabolite:	1agpg140	MNXM734523	1-Acyl-sn-glycero-3-phosphoglycerol(n-C14:0)
bigg.metabolite:	1tdecg3p	MNXM734523	1-tetradecanoyl-sn-glycerol3-phosphate
bigg.metabolite:	man6pglyc	MNXM734566	2(alpha-D-Mannosyl-6-phosphate)-D-glycerate
bigg.metabolite:	M00603	MNXM734569	4-Pregnene-11Beta,17Alpha-Diol-3,20-Dione
bigg.metabolite:	CE7091	MNXM734571	15(R)-hydroperoxy-EPE
bigg.metabolite:	xyl__D	MNXM734574	D-Xylose
bigg.metabolite:	gcald	MNXM734590	Glycolaldehyde
bigg.metabolite:	hmpscoa	MNXM734596	(Hydroxymethylphenyl)succinyl-CoA
bigg.metabolite:	CE2211	MNXM734600	Allopregnanolone
bigg.metabolite:	2h3mv	MNXM734626	2-Hydroxy-3-Methyl-Valerate
bigg.metabolite:	acngal14acglcgalgluside_cho	MNXM734672	Alpha-N-acetylneuraminosyl-(2->3)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosylceramide(1-)
bigg.metabolite:	CE6187	MNXM734693	20-CoA-20-oxo-18R-hydroxyleucotrieneB4
bigg.metabolite:	CE6182	MNXM734695	20-CoA-20-oxo-leukotrieneB4
bigg.metabolite:	CE5995	MNXM734697	20-COOH-leukotrieneE4
bigg.metabolite:	CE2056	MNXM734699	20-dihydroxyleukotrieneB4
bigg.metabolite:	CE6466	MNXM734703	20-hydroxy-E4-neuroprostane
bigg.metabolite:	CE5994	MNXM734713	20-oxo-leukotrieneE4
bigg.metabolite:	CE2053	MNXM734719	20-oxo-leukotrieneB4
bigg.metabolite:	CE3554	MNXM734723	20-trihydroxy-leukotriene-B4
bigg.metabolite:	cu	MNXM734750	Cu+
bigg.metabolite:	25hvitd2	MNXM734758	25-HydroxyvitaminD2
bigg.metabolite:	CE5126	MNXM734781	(2R)-pristanoyl-CoA
bigg.metabolite:	3hanthrn	MNXM734792	3Hydroxyanthranilate
bigg.metabolite:	Lhcystin	MNXM734835	L-Homocystine
bigg.metabolite:	mops	MNXM734848	MOPS
bigg.metabolite:	arab__L	MNXM734859	L-Arabinose
bigg.metabolite:	pnto__R	MNXM734864	(R)-Pantothenate
bigg.metabolite:	kdo	MNXM734869	3-Deoxy-D-manno-2-octulosonate
bigg.metabolite:	mepi	MNXM734904	Metanephrine
bigg.metabolite:	normete__L	MNXM734923	L-Normetanephrine
bigg.metabolite:	doxrbcn	MNXM735003	Doxorubicin
bigg.metabolite:	HC00695	MNXM735015	S-Succinyldihydrolipoamide
bigg.metabolite:	sdhlam	MNXM735018	SSuccinyldihydrolipoamide
bigg.metabolite:	f420_2	MNXM735034	Coenzymeferredoxin420-2(oxidized)
bigg.metabolite:	acolipa	MNXM735042	4-Amino-4-deoxy-L-arabinosemodifiedcoreoligosaccharidelipidA
bigg.metabolite:	dadp	MNXM735047	DADP
bigg.metabolite:	aconm	MNXM735058	E-3-carboxy-2-pentenedioate6-methylester
bigg.metabolite:	CE6453	MNXM735066	4-hydroxy-D4-neuroprostane
bigg.metabolite:	CE2180	MNXM735072	4-hydroxyestrone
bigg.metabolite:	hphaccoa	MNXM735079	4HydroxyphenylacetylCoA
bigg.metabolite:	indole	MNXM735090	Indole
bigg.metabolite:	CE7096	MNXM735120	5,15-DiHETE
bigg.metabolite:	M02457	MNXM735121	5Z,8Z,11Z-EicosatrienoicAcid
bigg.metabolite:	cmaphis	MNXM735140	23Carboxy3methylammoniopropylLhistidine
bigg.metabolite:	C05298	MNXM735147	2-Hydroxyestrone
bigg.metabolite:	C03577	MNXM735154	20-hydroxy-leukotrieneE4(1-)
bigg.metabolite:	saccrp__L	MNXM735171	LSaccharopine
bigg.metabolite:	thcys	MNXM735173	Thiocysteine
bigg.metabolite:	3hoctaACP	MNXM735180	(R)-3-Hydroxyoctadecanoyl-[acyl-carrierprotein]
bigg.metabolite:	prgnlone	MNXM735193	Prgnlonec
bigg.metabolite:	3oxdhscoa	MNXM735198	3-oxo-5,6-dehydrosuberyl-CoA
bigg.metabolite:	4hphac	MNXM735208	4-Hydroxyphenylacetate
bigg.metabolite:	4hoxpac	MNXM735209	4Hydroxyphenylaceticacid
bigg.metabolite:	CE2568	MNXM735216	15-epi-lipoxinA4
bigg.metabolite:	aflatoxin	MNXM735258	Aflatoxinc
bigg.metabolite:	crpxan	MNXM735278	Alpha-Cryptoxanthin
bigg.metabolite:	CE6455	MNXM735291	7-hydroxy-D4-neuroprostane
bigg.metabolite:	 bathorhodopsin	MNXM735305	Bathorhodopsin
bigg.metabolite:	lumirhodopsin	MNXM735306	Lumirhodopsin
bigg.metabolite:	metarhodopsin	MNXM735307	Metarhodopsin
bigg.metabolite:	all6p	MNXM735357	D-Allose6-phosphate
bigg.metabolite:	chlld	MNXM735405	Chlorophyllidea
bigg.metabolite:	o2	MNXM735438	O2
bigg.metabolite:	indaccoa	MNXM735464	S-2-(indol-3-yl)acetyl-CoA
bigg.metabolite:	apg120	MNXM735474	Acylphosphatidylglycerol(n-C12:0)
bigg.metabolite:	apg140	MNXM735476	Acylphosphatidylglycerol(n-C14:0)
bigg.metabolite:	apg160	MNXM735478	Acylphosphatidylglycerol(n-C16:0)
bigg.metabolite:	apg180	MNXM735480	Acylphosphatidylglycerol(n-C18:0)
bigg.metabolite:	adcobdam	MNXM735499	Adenosylcobyrinatediamide
bigg.metabolite:	CE5541	MNXM735504	Adrenochromeo-semiquinone
bigg.metabolite:	lneldccoa	MNXM735506	LinoelaidylcoenzymeA
bigg.metabolite:	lnlccoa	MNXM735506	LinoleiccoenzymeA
bigg.metabolite:	cholate	MNXM735592	Cholatec
bigg.metabolite:	2h3k5m	MNXM735601	2hydroxy3keto5methylthiopentenyl1phosphate
bigg.metabolite:	hkmpp	MNXM735604	2-Hydroxy-3-keto-5-methylthiopentenyl-1-phosphate
bigg.metabolite:	cpppg3	MNXM735625	CoproporphyrinogenIII
bigg.metabolite:	fucacgalfucgalacglcgalgluside_cho	MNXM735637	(Gal)2(GalNAc)1(Glc)1(GlcNAc)1(LFuc)2(Cer)1
bigg.metabolite:	galacgalfuc12gal14acglcgalgluside_cho	MNXM735640	(Gal)3(GalNAc)1(Glc)1(GlcNAc)1(LFuc)1(Cer)1
